Metric,Mean,Standard Deviation
cumulative-layout-shift,0.0,0.0
first-contentful-paint,778.3456600000001,100.77099462033766
interactive,1297.3231999999998,232.76398251726573
largest-contentful-paint,1735.81094,36.62788797992729
resource-size,142015.0,0.0
server-response-time,32.272870000000005,19.67984036472118
speed-index,814.0194553204657,161.01908865104085
total-blocking-time,17.36452,19.688698707059686
transfer-size,142349.0,0.0
