Metric,Value
transfer-size,142349
resource-size,142015
server-response-time,27.63300000000001
first-contentful-paint,754.596
largest-contentful-paint,1725.745
speed-index,754.596
total-blocking-time,16.5
cumulative-layout-shift,0
interactive,1272.245
transfer-size,142349
resource-size,142015
server-response-time,25.07
first-contentful-paint,826.1500000000001
largest-contentful-paint,1795.1875
speed-index,1337.4418039574625
total-blocking-time,5.5
cumulative-layout-shift,0
interactive,1350.6875
transfer-size,142349
resource-size,142015
server-response-time,26.997999999999998
first-contentful-paint,754.012
largest-contentful-paint,1715.0149999999999
speed-index,754.012
total-blocking-time,9.5
cumulative-layout-shift,0
interactive,1264.5149999999999
transfer-size,142349
resource-size,142015
server-response-time,26.448999999999998
first-contentful-paint,779.546
largest-contentful-paint,1730.9325
speed-index,779.546
total-blocking-time,0.5
cumulative-layout-shift,0
interactive,1284.4325
transfer-size,142349
resource-size,142015
server-response-time,29.507000000000005
first-contentful-paint,802.3399999999999
largest-contentful-paint,1758.425
speed-index,802.3399999999999
total-blocking-time,0
cumulative-layout-shift,0
interactive,802.3399999999999
transfer-size,142349
resource-size,142015
server-response-time,52.413999999999994
first-contentful-paint,762.952
largest-contentful-paint,1741.19
speed-index,762.952
total-blocking-time,24
cumulative-layout-shift,0
interactive,1290.19
transfer-size,142349
resource-size,142015
server-response-time,25.385999999999996
first-contentful-paint,757.03
largest-contentful-paint,1728.7875
speed-index,757.03
total-blocking-time,20.5
cumulative-layout-shift,0
interactive,1279.2875
transfer-size,142349
resource-size,142015
server-response-time,27.73700000000001
first-contentful-paint,757.644
largest-contentful-paint,1713.5549999999998
speed-index,757.644
total-blocking-time,13
cumulative-layout-shift,0
interactive,1272.5549999999998
transfer-size,142349
resource-size,142015
server-response-time,23.431000000000004
first-contentful-paint,755.6500000000001
largest-contentful-paint,1730.0625
speed-index,792.2088320806026
total-blocking-time,22
cumulative-layout-shift,0
interactive,1279.0625
transfer-size,142349
resource-size,142015
server-response-time,28.938000000000002
first-contentful-paint,763.702
largest-contentful-paint,1740.1275
speed-index,763.702
total-blocking-time,15.5
cumulative-layout-shift,0
interactive,1282.6275
transfer-size,142349
resource-size,142015
server-response-time,28.004999999999995
first-contentful-paint,753.29
largest-contentful-paint,1701.1125
speed-index,753.29
total-blocking-time,0
cumulative-layout-shift,0
interactive,753.29
transfer-size,142349
resource-size,142015
server-response-time,29.781999999999996
first-contentful-paint,753.982
largest-contentful-paint,1694.9775
speed-index,753.982
total-blocking-time,0
cumulative-layout-shift,0
interactive,753.982
transfer-size,142349
resource-size,142015
server-response-time,40.423
first-contentful-paint,821.094
largest-contentful-paint,1799.8675
speed-index,1330.3606199141504
total-blocking-time,10
cumulative-layout-shift,0
interactive,1348.8675
transfer-size,142349
resource-size,142015
server-response-time,39.446
first-contentful-paint,805.5439999999999
largest-contentful-paint,1767.4299999999998
speed-index,805.5439999999999
total-blocking-time,1
cumulative-layout-shift,0
interactive,1319.4299999999998
transfer-size,142349
resource-size,142015
server-response-time,44.861000000000004
first-contentful-paint,829.212
largest-contentful-paint,1821.0149999999999
speed-index,1008.1781321006299
total-blocking-time,20
cumulative-layout-shift,0
interactive,1369.0149999999999
transfer-size,142349
resource-size,142015
server-response-time,28.78
first-contentful-paint,766.856
largest-contentful-paint,1748.0700000000002
speed-index,766.856
total-blocking-time,23
cumulative-layout-shift,0
interactive,1294.0700000000002
transfer-size,142349
resource-size,142015
server-response-time,44.925000000000004
first-contentful-paint,758.97
largest-contentful-paint,1739.2125
speed-index,888.1038039791583
total-blocking-time,24
cumulative-layout-shift,0
interactive,1285.2125
transfer-size,142349
resource-size,142015
server-response-time,25.831999999999994
first-contentful-paint,751.3779999999999
largest-contentful-paint,1704.7224999999999
speed-index,751.3779999999999
total-blocking-time,9
cumulative-layout-shift,0
interactive,1260.7224999999999
transfer-size,142349
resource-size,142015
server-response-time,29.092
first-contentful-paint,758.6020000000001
largest-contentful-paint,1715.7525
speed-index,758.6020000000001
total-blocking-time,11.5
cumulative-layout-shift,0
interactive,1272.2525
transfer-size,142349
resource-size,142015
server-response-time,29.149
first-contentful-paint,753.306
largest-contentful-paint,1699.1325000000002
speed-index,753.306
total-blocking-time,4
cumulative-layout-shift,0
interactive,1255.6325000000002
transfer-size,142349
resource-size,142015
server-response-time,23.842
first-contentful-paint,770.732
largest-contentful-paint,1720.915
speed-index,770.732
total-blocking-time,0
cumulative-layout-shift,0
interactive,770.732
transfer-size,142349
resource-size,142015
server-response-time,57.763000000000005
first-contentful-paint,764.2239999999999
largest-contentful-paint,1710.7799999999997
speed-index,764.2239999999999
total-blocking-time,1
cumulative-layout-shift,0
interactive,1265.2799999999997
transfer-size,142349
resource-size,142015
server-response-time,47.309
first-contentful-paint,778.3240000000001
largest-contentful-paint,1763.4050000000002
speed-index,817.9168001228334
total-blocking-time,25
cumulative-layout-shift,0
interactive,1310.4050000000002
transfer-size,142349
resource-size,142015
server-response-time,29.543999999999997
first-contentful-paint,933.3800000000001
largest-contentful-paint,1924.2250000000001
speed-index,1297.302959994793
total-blocking-time,0.5
cumulative-layout-shift,0
interactive,1477.2250000000001
transfer-size,142349
resource-size,142015
server-response-time,157.26299999999998
first-contentful-paint,754.0039999999999
largest-contentful-paint,1734.0049999999999
speed-index,754.0039999999999
total-blocking-time,24.5
cumulative-layout-shift,0
interactive,1279.5049999999999
transfer-size,142349
resource-size,142015
server-response-time,26.328000000000003
first-contentful-paint,751.5419999999999
largest-contentful-paint,1726.9274999999998
speed-index,751.5419999999999
total-blocking-time,24.5
cumulative-layout-shift,0
interactive,1276.4274999999998
transfer-size,142349
resource-size,142015
server-response-time,23.492000000000004
first-contentful-paint,763.762
largest-contentful-paint,1734.2024999999999
speed-index,763.762
total-blocking-time,18.5
cumulative-layout-shift,0
interactive,1285.7024999999999
transfer-size,142349
resource-size,142015
server-response-time,30.388000000000005
first-contentful-paint,766.538
largest-contentful-paint,1726.6725000000001
speed-index,766.538
total-blocking-time,10.5
cumulative-layout-shift,0
interactive,1281.1725000000001
transfer-size,142349
resource-size,142015
server-response-time,29.387
first-contentful-paint,753.0219999999999
largest-contentful-paint,1701.7775
speed-index,753.0219999999999
total-blocking-time,7.5
cumulative-layout-shift,0
interactive,1260.2775
transfer-size,142349
resource-size,142015
server-response-time,23.369000000000007
first-contentful-paint,755.1600000000001
largest-contentful-paint,1701.45
speed-index,755.1600000000001
total-blocking-time,3
cumulative-layout-shift,0
interactive,1256.95
transfer-size,142349
resource-size,142015
server-response-time,24.043
first-contentful-paint,753.8820000000001
largest-contentful-paint,1696.823
speed-index,753.8820000000001
total-blocking-time,1.5
cumulative-layout-shift,0
interactive,1251.8525
transfer-size,142349
resource-size,142015
server-response-time,23.65500000000001
first-contentful-paint,783.096
largest-contentful-paint,1768.37
speed-index,961.8726161616443
total-blocking-time,148.452
cumulative-layout-shift,0
interactive,1402.596
transfer-size,142349
resource-size,142015
server-response-time,30.604999999999997
first-contentful-paint,755.596
largest-contentful-paint,1732.995
speed-index,780.1674719466209
total-blocking-time,24
cumulative-layout-shift,0
interactive,1280.995
transfer-size,142349
resource-size,142015
server-response-time,30.795999999999992
first-contentful-paint,810
largest-contentful-paint,1801
speed-index,810
total-blocking-time,20.5
cumulative-layout-shift,0
interactive,1345.5
transfer-size,142349
resource-size,142015
server-response-time,25.643000000000008
first-contentful-paint,767.2280000000001
largest-contentful-paint,1727.535
speed-index,884.2693040382385
total-blocking-time,8
cumulative-layout-shift,0
interactive,1279.535
transfer-size,142349
resource-size,142015
server-response-time,25.156000000000006
first-contentful-paint,810
largest-contentful-paint,1805
speed-index,810
total-blocking-time,28.5
cumulative-layout-shift,0
interactive,1353.5
transfer-size,142349
resource-size,142015
server-response-time,24.716
first-contentful-paint,754.9659999999999
largest-contentful-paint,1729.2075
speed-index,754.9659999999999
total-blocking-time,21
cumulative-layout-shift,0
interactive,1277.2075
transfer-size,142349
resource-size,142015
server-response-time,25.666999999999994
first-contentful-paint,760.066
largest-contentful-paint,1716.5825
speed-index,760.066
total-blocking-time,8
cumulative-layout-shift,0
interactive,1270.5825
transfer-size,142349
resource-size,142015
server-response-time,28.997999999999998
first-contentful-paint,753.1379999999999
largest-contentful-paint,1695.9225
speed-index,753.1379999999999
total-blocking-time,0.5
cumulative-layout-shift,0
interactive,1250.4225
transfer-size,142349
resource-size,142015
server-response-time,23.799999999999997
first-contentful-paint,758.7719999999999
largest-contentful-paint,1714.965
speed-index,758.7719999999999
total-blocking-time,4
cumulative-layout-shift,0
interactive,1264.965
transfer-size,142349
resource-size,142015
server-response-time,23.699000000000005
first-contentful-paint,754.144
largest-contentful-paint,1732.1799999999998
speed-index,754.144
total-blocking-time,23.5
cumulative-layout-shift,0
interactive,1278.6799999999998
transfer-size,142349
resource-size,142015
server-response-time,32.034
first-contentful-paint,758.49
largest-contentful-paint,1734.6125000000002
speed-index,814.669356036663
total-blocking-time,21.5
cumulative-layout-shift,0
interactive,1282.1125000000002
transfer-size,142349
resource-size,142015
server-response-time,24.208000000000006
first-contentful-paint,752.9359999999999
largest-contentful-paint,1724.67
speed-index,752.9359999999999
total-blocking-time,20.5
cumulative-layout-shift,0
interactive,1274.17
transfer-size,142349
resource-size,142015
server-response-time,24.201000000000008
first-contentful-paint,762.0840000000001
largest-contentful-paint,1740.105
speed-index,762.0840000000001
total-blocking-time,21
cumulative-layout-shift,0
interactive,1286.105
transfer-size,142349
resource-size,142015
server-response-time,24.082
first-contentful-paint,753.7239999999999
largest-contentful-paint,1728.6549999999997
speed-index,753.7239999999999
total-blocking-time,22.5
cumulative-layout-shift,0
interactive,1277.1549999999997
transfer-size,142349
resource-size,142015
server-response-time,26.903000000000006
first-contentful-paint,785.0160000000001
largest-contentful-paint,1756.77
speed-index,785.0160000000001
total-blocking-time,8
cumulative-layout-shift,0
interactive,1301.77
transfer-size,142349
resource-size,142015
server-response-time,24.971000000000004
first-contentful-paint,754.3040000000001
largest-contentful-paint,1706.38
speed-index,754.3040000000001
total-blocking-time,4
cumulative-layout-shift,0
interactive,1259.38
transfer-size,142349
resource-size,142015
server-response-time,23.674999999999997
first-contentful-paint,753.0840000000001
largest-contentful-paint,1708.855
speed-index,753.0840000000001
total-blocking-time,2.5
cumulative-layout-shift,0
interactive,1231.355
transfer-size,142349
resource-size,142015
server-response-time,28.311999999999998
first-contentful-paint,753.518
largest-contentful-paint,1694.3975
speed-index,753.518
total-blocking-time,0
cumulative-layout-shift,0
interactive,753.518
transfer-size,142349
resource-size,142015
server-response-time,23.594
first-contentful-paint,762.104
largest-contentful-paint,1747.13
speed-index,762.104
total-blocking-time,46.5
cumulative-layout-shift,0
interactive,1786.63
transfer-size,142349
resource-size,142015
server-response-time,28.025999999999996
first-contentful-paint,783.194
largest-contentful-paint,1768.4924999999998
speed-index,783.194
total-blocking-time,25.5
cumulative-layout-shift,0
interactive,1316.9924999999998
transfer-size,142349
resource-size,142015
server-response-time,43.07299999999999
first-contentful-paint,766.1320000000001
largest-contentful-paint,1750.165
speed-index,766.1320000000001
total-blocking-time,27.5
cumulative-layout-shift,0
interactive,1297.665
transfer-size,142349
resource-size,142015
server-response-time,30.696999999999996
first-contentful-paint,810
largest-contentful-paint,1804
speed-index,810
total-blocking-time,26.5
cumulative-layout-shift,0
interactive,1351.5
transfer-size,142349
resource-size,142015
server-response-time,23.799
first-contentful-paint,760.104
largest-contentful-paint,1750.63
speed-index,760.104
total-blocking-time,50
cumulative-layout-shift,0
interactive,1787.63
transfer-size,142349
resource-size,142015
server-response-time,31.131
first-contentful-paint,753.6759999999999
largest-contentful-paint,1715.5949999999998
speed-index,753.6759999999999
total-blocking-time,10
cumulative-layout-shift,0
interactive,1264.5949999999998
transfer-size,142349
resource-size,142015
server-response-time,24.142000000000003
first-contentful-paint,753.828
largest-contentful-paint,1726.7849999999999
speed-index,753.828
total-blocking-time,17.5
cumulative-layout-shift,0
interactive,1272.2849999999999
transfer-size,142349
resource-size,142015
server-response-time,23.677
first-contentful-paint,753.6479999999999
largest-contentful-paint,1697.56
speed-index,753.6479999999999
total-blocking-time,0.5
cumulative-layout-shift,0
interactive,1251.56
transfer-size,142349
resource-size,142015
server-response-time,24.748000000000005
first-contentful-paint,755.7139999999999
largest-contentful-paint,1707.1425
speed-index,755.7139999999999
total-blocking-time,0
cumulative-layout-shift,0
interactive,755.7139999999999
transfer-size,142349
resource-size,142015
server-response-time,25.128
first-contentful-paint,752.4079999999999
largest-contentful-paint,1735.0099999999998
speed-index,752.4079999999999
total-blocking-time,44.5
cumulative-layout-shift,0
interactive,1772.5099999999998
transfer-size,142349
resource-size,142015
server-response-time,26.353
first-contentful-paint,1740.29
largest-contentful-paint,1740.29
speed-index,1740.29
total-blocking-time,14.5
cumulative-layout-shift,0
interactive,1779.79
transfer-size,142349
resource-size,142015
server-response-time,36.547999999999995
first-contentful-paint,762.5139999999999
largest-contentful-paint,1742.6425
speed-index,762.5139999999999
total-blocking-time,42
cumulative-layout-shift,0
interactive,1784.1425
transfer-size,142349
resource-size,142015
server-response-time,28.980000000000004
first-contentful-paint,810
largest-contentful-paint,1803
speed-index,810
total-blocking-time,25.5
cumulative-layout-shift,0
interactive,1350.5
transfer-size,142349
resource-size,142015
server-response-time,24.201
first-contentful-paint,754.74
largest-contentful-paint,1735.9250000000002
speed-index,754.74
total-blocking-time,41.5
cumulative-layout-shift,0
interactive,1772.4250000000002
transfer-size,142349
resource-size,142015
server-response-time,23.656999999999996
first-contentful-paint,754.9739999999999
largest-contentful-paint,1708.2174999999997
speed-index,754.9739999999999
total-blocking-time,10.5
cumulative-layout-shift,0
interactive,1266.7174999999997
transfer-size,142349
resource-size,142015
server-response-time,23.53
first-contentful-paint,753.048
largest-contentful-paint,1717.81
speed-index,753.048
total-blocking-time,14.5
cumulative-layout-shift,0
interactive,1268.31
transfer-size,142349
resource-size,142015
server-response-time,23.383000000000003
first-contentful-paint,757.848
largest-contentful-paint,1705.81
speed-index,757.848
total-blocking-time,0.5
cumulative-layout-shift,0
interactive,1258.31
transfer-size,142349
resource-size,142015
server-response-time,26.20499999999999
first-contentful-paint,758.5260000000001
largest-contentful-paint,1740.6575
speed-index,758.5260000000001
total-blocking-time,43
cumulative-layout-shift,0
interactive,1778.6575
transfer-size,142349
resource-size,142015
server-response-time,23.800999999999995
first-contentful-paint,820.9739999999999
largest-contentful-paint,1807.7175
speed-index,1032.9676999479293
total-blocking-time,15.5
cumulative-layout-shift,0
interactive,1354.2175
transfer-size,142349
resource-size,142015
server-response-time,134.119
first-contentful-paint,755.1279999999999
largest-contentful-paint,1739.4099999999999
speed-index,755.1279999999999
total-blocking-time,45.5
cumulative-layout-shift,0
interactive,1776.9099999999999
transfer-size,142349
resource-size,142015
server-response-time,23.810999999999993
first-contentful-paint,761.384
largest-contentful-paint,1746.23
speed-index,762.2939599534035
total-blocking-time,74
cumulative-layout-shift,0
interactive,1838.23
transfer-size,142349
resource-size,142015
server-response-time,28.316000000000003
first-contentful-paint,750.076
largest-contentful-paint,1729.095
speed-index,750.076
total-blocking-time,45.5
cumulative-layout-shift,0
interactive,1772.595
transfer-size,142349
resource-size,142015
server-response-time,24.104999999999997
first-contentful-paint,752.9680000000001
largest-contentful-paint,1735.71
speed-index,752.9680000000001
total-blocking-time,64
cumulative-layout-shift,0
interactive,1817.71
transfer-size,142349
resource-size,142015
server-response-time,33.288000000000004
first-contentful-paint,757.344
largest-contentful-paint,1726.18
speed-index,757.344
total-blocking-time,18.5
cumulative-layout-shift,0
interactive,1277.68
transfer-size,142349
resource-size,142015
server-response-time,25.506
first-contentful-paint,753.2080000000001
largest-contentful-paint,1702.0100000000002
speed-index,753.2080000000001
total-blocking-time,3.5
cumulative-layout-shift,0
interactive,1256.5100000000002
transfer-size,142349
resource-size,142015
server-response-time,23.991
first-contentful-paint,753.722
largest-contentful-paint,1710.6525000000001
speed-index,753.722
total-blocking-time,8
cumulative-layout-shift,0
interactive,1262.6525000000001
transfer-size,142349
resource-size,142015
server-response-time,23.413999999999994
first-contentful-paint,755.5060000000001
largest-contentful-paint,1731.8825000000002
speed-index,755.5060000000001
total-blocking-time,23.5
cumulative-layout-shift,0
interactive,1280.3825000000002
transfer-size,142349
resource-size,142015
server-response-time,25.381
first-contentful-paint,753.3119999999999
largest-contentful-paint,1719.1399999999999
speed-index,753.3119999999999
total-blocking-time,17.5
cumulative-layout-shift,0
interactive,1271.6399999999999
transfer-size,142349
resource-size,142015
server-response-time,23.992999999999995
first-contentful-paint,754.646
largest-contentful-paint,1714.8075
speed-index,754.646
total-blocking-time,13
cumulative-layout-shift,0
interactive,1268.8075
transfer-size,142349
resource-size,142015
server-response-time,24.43
