Metric,Value
first-contentful-paint,771.344
largest-contentful-paint,771.344
speed-index,881.7786479838846
total-blocking-time,37
cumulative-layout-shift,0.07679806031936955
interactive,5842.315999999995
transfer-size,142286
resource-size,141952
server-response-time,36.16200000000002
first-contentful-paint,790.1980000000001
largest-contentful-paint,1280.396
speed-index,1502.7539245746964
total-blocking-time,85.40099999999995
cumulative-layout-shift,0.11891328656491625
interactive,6112.272000000004
transfer-size,142286
resource-size,141952
server-response-time,33.30099999999999
first-contentful-paint,765.394
largest-contentful-paint,1230.788
speed-index,765.394
total-blocking-time,23.5
cumulative-layout-shift,0.05218636704736582
interactive,5712.516000000002
transfer-size,142286
resource-size,141952
server-response-time,26.978
first-contentful-paint,792.962
largest-contentful-paint,1285.924
speed-index,935.4475810412398
total-blocking-time,38.5
cumulative-layout-shift,0.06207793327322382
interactive,6148.467999999995
transfer-size,142286
resource-size,141952
server-response-time,32.327
first-contentful-paint,820.4780000000001
largest-contentful-paint,1248.3365000000001
speed-index,1135.868616029454
total-blocking-time,63.5
cumulative-layout-shift,0.06289100704771441
interactive,6613.691999999994
transfer-size,142286
resource-size,141952
server-response-time,31.494
first-contentful-paint,757.356
largest-contentful-paint,1214.712
speed-index,757.356
total-blocking-time,39.5
cumulative-layout-shift,0.06605850304036184
interactive,5648.483999999998
transfer-size,142286
resource-size,141952
server-response-time,27.103
first-contentful-paint,824.066
largest-contentful-paint,1086.0990000000002
speed-index,1421.0318399454586
total-blocking-time,37
cumulative-layout-shift,0.05860615813797562
interactive,6579.424
transfer-size,142286
resource-size,141952
server-response-time,39.146000000000015
first-contentful-paint,755.512
largest-contentful-paint,1287.4019999999996
speed-index,755.512
total-blocking-time,37.5
cumulative-layout-shift,0.06502594922858544
interactive,5619.168000000002
transfer-size,142286
resource-size,141952
server-response-time,25.448999999999998
first-contentful-paint,767.002
largest-contentful-paint,1234.004
speed-index,1538.5828620549669
total-blocking-time,45.5
cumulative-layout-shift,0.06761481603202482
interactive,5793.528000000004
transfer-size,142286
resource-size,141952
server-response-time,37.64299999999997
first-contentful-paint,799.912
largest-contentful-paint,799.912
speed-index,808.8662480926988
total-blocking-time,59
cumulative-layout-shift,0.14437297089006967
interactive,6316.768000000003
transfer-size,142286
resource-size,141952
server-response-time,28.948000000000008
first-contentful-paint,761.846
largest-contentful-paint,761.846
speed-index,761.846
total-blocking-time,37.5
cumulative-layout-shift,0.13030629577311578
interactive,5709.343999999997
transfer-size,142286
resource-size,141952
server-response-time,36.55099999999999
first-contentful-paint,784.3400000000001
largest-contentful-paint,784.3400000000001
speed-index,1004.5772559702391
total-blocking-time,38
cumulative-layout-shift,0.07034335195010062
interactive,6024.260000000001
transfer-size,142286
resource-size,141952
server-response-time,36.132000000000005
first-contentful-paint,773.02
largest-contentful-paint,773.02
speed-index,874.2597279939646
total-blocking-time,41
cumulative-layout-shift,0.07965650399462412
interactive,5871.280000000004
transfer-size,142286
resource-size,141952
server-response-time,29.247
first-contentful-paint,780.9680000000001
largest-contentful-paint,780.9680000000001
speed-index,1078.3882759414669
total-blocking-time,42
cumulative-layout-shift,0.10972006591224036
interactive,5987.052000000004
transfer-size,142286
resource-size,141952
server-response-time,40.003
first-contentful-paint,817.762
largest-contentful-paint,1335.524
speed-index,1170.1093679347505
total-blocking-time,46
cumulative-layout-shift,0.0662181248856606
interactive,6505.668
transfer-size,142286
resource-size,141952
server-response-time,32.986999999999995
first-contentful-paint,821.0640000000001
largest-contentful-paint,1249.362
speed-index,821.0640000000001
total-blocking-time,38
cumulative-layout-shift,0.05860615813797562
interactive,6539.895999999998
transfer-size,142286
resource-size,141952
server-response-time,39.82900000000001
first-contentful-paint,760.248
largest-contentful-paint,1220.496
speed-index,760.248
total-blocking-time,40.5
cumulative-layout-shift,0.05218636704736582
interactive,5692.971999999996
transfer-size,142286
resource-size,141952
server-response-time,29.810000000000002
first-contentful-paint,759.5519999999999
largest-contentful-paint,1603.6560000000002
speed-index,759.5519999999999
total-blocking-time,42
cumulative-layout-shift,0.08428532250041486
interactive,5684.727999999996
transfer-size,142286
resource-size,141952
server-response-time,26.78
first-contentful-paint,801.9279999999999
largest-contentful-paint,1215.8739999999998
speed-index,801.9279999999999
total-blocking-time,47
cumulative-layout-shift,0.05838689310856334
interactive,6285.991999999998
transfer-size,142286
resource-size,141952
server-response-time,32.20700000000001
first-contentful-paint,770.836
largest-contentful-paint,1241.672
speed-index,870.77708800044
total-blocking-time,58
cumulative-layout-shift,0.05453081290019147
interactive,5875.703999999996
transfer-size,142286
resource-size,141952
server-response-time,35.42999999999998
first-contentful-paint,760.9780000000001
largest-contentful-paint,1221.9560000000001
speed-index,809.9437159356589
