Metric,Mean,Standard Deviation
cumulative-layout-shift,0.0,0.0
first-contentful-paint,1156.43434,99.73160480719532
interactive,1748.5169400000002,275.67206374057247
largest-contentful-paint,1200.52194,230.42874194961271
resource-size,143028.0,0.0
server-response-time,30.797380000000004,8.884212718745491
speed-index,1158.8700065199343,101.54982594686098
total-blocking-time,19.974999999999998,14.060183591484952
transfer-size,143362.0,0.0
