Metric,Value
largest-contentful-paint,1734.6499999999999
speed-index,13581.842299677097
total-blocking-time,9981.44
cumulative-layout-shift,0
interactive,11701.15
transfer-size,142349
resource-size,142015
server-response-time,61.015
first-contentful-paint,761.546
largest-contentful-paint,1744.4325
speed-index,13657.745740726614
total-blocking-time,9995.227
cumulative-layout-shift,0
interactive,11704.432499999999
transfer-size,142349
resource-size,142015
server-response-time,68.066
first-contentful-paint,760.942
largest-contentful-paint,1735.6775
speed-index,13779.469890133047
total-blocking-time,9941.529
cumulative-layout-shift,0
interactive,11699.6775
transfer-size,142349
resource-size,142015
server-response-time,29.659999999999997
first-contentful-paint,759.3620000000001
largest-contentful-paint,1730.0430000000001
speed-index,13590.362919583225
total-blocking-time,10051.319
cumulative-layout-shift,0
interactive,11697.043
transfer-size,142349
resource-size,142015
server-response-time,65.172
first-contentful-paint,763.568
largest-contentful-paint,1741.96
speed-index,13636.632319671682
total-blocking-time,10013.716
cumulative-layout-shift,0
interactive,11704.46
transfer-size,142349
resource-size,142015
server-response-time,64.964
first-contentful-paint,764.1100000000001
largest-contentful-paint,1744.6375
speed-index,11317.701300555205
total-blocking-time,9958.445
cumulative-layout-shift,0
interactive,11706.1375
transfer-size,142349
resource-size,142015
server-response-time,28.328000000000003
first-contentful-paint,755.8319999999999
largest-contentful-paint,1730.29
speed-index,13581.835206583568
total-blocking-time,9997.584
cumulative-layout-shift,0
interactive,11693.79
transfer-size,142349
resource-size,142015
server-response-time,25.534999999999997
first-contentful-paint,761.674
largest-contentful-paint,1735.5925
speed-index,13710.696782158286
total-blocking-time,10122.663
cumulative-layout-shift,0
interactive,11700.092499999999
transfer-size,142349
resource-size,142015
server-response-time,72.15100000000001
first-contentful-paint,753.652
largest-contentful-paint,1735.565
speed-index,12397.327712141523
total-blocking-time,10005.173999999999
cumulative-layout-shift,0
interactive,11735.564999999999
transfer-size,142349
resource-size,142015
server-response-time,23.979
first-contentful-paint,759.5319999999999
largest-contentful-paint,1760.915
speed-index,13754.63400557761
total-blocking-time,10067.234
cumulative-layout-shift,0
interactive,11760.914999999999
transfer-size,142349
resource-size,142015
server-response-time,23.712000000000003
first-contentful-paint,767.2280000000001
largest-contentful-paint,1746.535
speed-index,13813.94727449144
total-blocking-time,10003.886
cumulative-layout-shift,0
interactive,11709.035
transfer-size,142349
resource-size,142015
server-response-time,28.03
first-contentful-paint,757.8499999999999
largest-contentful-paint,1739.8125
speed-index,13883.343079529743
total-blocking-time,9975.075
cumulative-layout-shift,0
interactive,11699.8125
transfer-size,142349
resource-size,142015
server-response-time,30.81899999999999
first-contentful-paint,768.106
largest-contentful-paint,1760.6325000000002
speed-index,13839.84468392175
total-blocking-time,10036.947
cumulative-layout-shift,0
interactive,11760.6325
transfer-size,142349
resource-size,142015
server-response-time,39.126000000000005
first-contentful-paint,757.9200000000001
largest-contentful-paint,1734.9
speed-index,13651.6800829259
total-blocking-time,9999.54
cumulative-layout-shift,0
interactive,11697.400000000001
transfer-size,142349
resource-size,142015
server-response-time,23.447999999999993
first-contentful-paint,770.6759999999999
largest-contentful-paint,1755.845
speed-index,13738.273399286853
total-blocking-time,10027.662
cumulative-layout-shift,0
interactive,11715.845
transfer-size,142349
resource-size,142015
server-response-time,30.483000000000004
first-contentful-paint,764.374
largest-contentful-paint,1745.9675000000002
speed-index,13955.482967095339
total-blocking-time,9989.813
cumulative-layout-shift,0
interactive,11706.967499999999
transfer-size,142349
resource-size,142015
server-response-time,28.346000000000004
first-contentful-paint,754.9839999999999
largest-contentful-paint,1732.4759999999999
speed-index,11475.645553287177
total-blocking-time,10010.008
cumulative-layout-shift,0
interactive,11694.976
transfer-size,142349
resource-size,142015
server-response-time,32.49699999999999
first-contentful-paint,763.404
largest-contentful-paint,1743.755
speed-index,12864.6975348488
total-blocking-time,9962.798
cumulative-layout-shift,0
interactive,11705.255000000001
transfer-size,142349
resource-size,142015
server-response-time,33.538
first-contentful-paint,760.8019999999999
largest-contentful-paint,1737.5025
speed-index,13777.903030086183
total-blocking-time,9955.599
cumulative-layout-shift,0
interactive,11700.502499999999
transfer-size,142349
resource-size,142015
server-response-time,33.67500000000001
first-contentful-paint,750.4159999999999
largest-contentful-paint,1727.52
speed-index,13904.146425321707
total-blocking-time,10003.292
cumulative-layout-shift,0
interactive,11689.02
transfer-size,142349
resource-size,142015
server-response-time,23.289
first-contentful-paint,790.71
largest-contentful-paint,1808.8875
speed-index,14034.087969921475
total-blocking-time,10081.645
cumulative-layout-shift,0
interactive,11808.8875
transfer-size,142349
resource-size,142015
server-response-time,24.260000000000005
first-contentful-paint,758.088
largest-contentful-paint,1736.1100000000001
speed-index,13929.31217821813
total-blocking-time,9992.956
cumulative-layout-shift,0
interactive,11698.11
transfer-size,142349
resource-size,142015
server-response-time,27.75699999999999
first-contentful-paint,757.636
largest-contentful-paint,1749.454
speed-index,13887.677061373754
total-blocking-time,10087.182
cumulative-layout-shift,0
interactive,11749.454
transfer-size,142349
resource-size,142015
server-response-time,33.15100000000001
first-contentful-paint,765.384
largest-contentful-paint,1746.23
speed-index,13899.89074195949
total-blocking-time,9988.808
cumulative-layout-shift,0
interactive,11707.73
transfer-size,142349
resource-size,142015
server-response-time,24.245000000000005
first-contentful-paint,776.2760000000001
largest-contentful-paint,1758.8450000000003
speed-index,13931.872732612917
total-blocking-time,9970.862000000001
cumulative-layout-shift,0
interactive,11720.845000000001
transfer-size,142349
resource-size,142015
server-response-time,28.136000000000003
first-contentful-paint,763.078
largest-contentful-paint,1747.3474999999999
speed-index,13097.637890428612
total-blocking-time,10018.461
cumulative-layout-shift,0
interactive,11747.3475
transfer-size,142349
resource-size,142015
server-response-time,25.679999999999993
first-contentful-paint,757.71
largest-contentful-paint,1735.6375
speed-index,13823.925293773751
total-blocking-time,10012.145
cumulative-layout-shift,0
interactive,11697.6375
transfer-size,142349
resource-size,142015
server-response-time,32.483
first-contentful-paint,766.142
largest-contentful-paint,1748.1775000000002
speed-index,11523.884624559008
total-blocking-time,9972.929
cumulative-layout-shift,0
interactive,11709.1775
transfer-size,142349
resource-size,142015
server-response-time,33.263
first-contentful-paint,753.9380000000001
largest-contentful-paint,1728.9225000000001
speed-index,13656.563863984853
total-blocking-time,10035.030999999999
cumulative-layout-shift,0
interactive,11691.9225
transfer-size,142349
resource-size,142015
server-response-time,31.986000000000004
first-contentful-paint,761.7460000000001
largest-contentful-paint,1734.6825000000001
speed-index,11522.438509249301
total-blocking-time,9965.127
cumulative-layout-shift,0
interactive,11699.682499999999
transfer-size,142349
resource-size,142015
server-response-time,32.489000000000004
first-contentful-paint,755.2840000000001
largest-contentful-paint,1726.605
speed-index,11383.774498103332
total-blocking-time,9966.358
cumulative-layout-shift,0
interactive,11691.605
transfer-size,142349
resource-size,142015
server-response-time,29.63000000000001
first-contentful-paint,755.0899999999999
largest-contentful-paint,1716.3624999999997
speed-index,11334.097412781948
total-blocking-time,9930
cumulative-layout-shift,0
interactive,11686.3625
transfer-size,142349
resource-size,142015
server-response-time,27.257999999999996
first-contentful-paint,788.5619999999999
largest-contentful-paint,1777.2024999999999
speed-index,12927.481770789163
total-blocking-time,9956.219000000001
cumulative-layout-shift,0
interactive,11737.7025
transfer-size,142349
resource-size,142015
server-response-time,31.871000000000002
