Metric,Value
first-contentful-paint,754.6199999999999
largest-contentful-paint,1791.9299999999998
speed-index,754.6199999999999
total-blocking-time,95.5
cumulative-layout-shift,0
interactive,1827.4299999999998
transfer-size,143364
resource-size,143030
server-response-time,23.659999999999997
first-contentful-paint,769.4100000000001
largest-contentful-paint,1798.115
speed-index,769.4100000000001
total-blocking-time,69
cumulative-layout-shift,0
interactive,1798.115
transfer-size,143364
resource-size,143030
server-response-time,32.46799999999999
first-contentful-paint,752.5260000000001
largest-contentful-paint,1759.1575000000003
speed-index,752.5260000000001
total-blocking-time,56
cumulative-layout-shift,0
interactive,1759.1575000000003
transfer-size,143364
resource-size,143030
server-response-time,31.672000000000004
first-contentful-paint,753.4639999999999
largest-contentful-paint,1765.33
speed-index,753.4639999999999
total-blocking-time,61
cumulative-layout-shift,0
interactive,1765.33
transfer-size,143364
resource-size,143030
server-response-time,23.728
first-contentful-paint,755.1680000000001
largest-contentful-paint,1774.7520000000002
speed-index,755.1680000000001
total-blocking-time,67
cumulative-layout-shift,0
interactive,1774.7520000000002
transfer-size,143364
resource-size,143030
server-response-time,26.035000000000004
first-contentful-paint,772.69
largest-contentful-paint,1800.3625000000002
speed-index,777.3990841457841
total-blocking-time,72
cumulative-layout-shift,0
interactive,1800.3625000000002
transfer-size,143364
resource-size,143030
server-response-time,29.712000000000003
first-contentful-paint,779.24
largest-contentful-paint,1911.24
speed-index,4242.1303783807225
total-blocking-time,130.38
cumulative-layout-shift,0
interactive,1943.24
transfer-size,143364
resource-size,143030
server-response-time,46.75799999999981
first-contentful-paint,776.4259999999999
largest-contentful-paint,1802.0324999999998
speed-index,832.6840078932282
total-blocking-time,100
cumulative-layout-shift,0
interactive,1883.0324999999998
transfer-size,143364
resource-size,143030
server-response-time,35.176
first-contentful-paint,810
largest-contentful-paint,1849
speed-index,837.3874320886131
total-blocking-time,59
cumulative-layout-shift,0
interactive,1849
transfer-size,143364
resource-size,143030
server-response-time,31.968000000000018
first-contentful-paint,758.3979999999999
largest-contentful-paint,1811.597
speed-index,803.7257599694248
total-blocking-time,99
cumulative-layout-shift,0
interactive,1811.597
transfer-size,143364
resource-size,143030
server-response-time,28.641000000000005
first-contentful-paint,793.2660000000001
largest-contentful-paint,1852.0825
speed-index,798.5701119865413
total-blocking-time,98
cumulative-layout-shift,0
interactive,1852.0825
transfer-size,143364
resource-size,143030
server-response-time,27.347
first-contentful-paint,757.81
largest-contentful-paint,1762.7624999999998
speed-index,757.81
total-blocking-time,53
cumulative-layout-shift,0
interactive,1762.7624999999998
transfer-size,143364
resource-size,143030
server-response-time,33.121
first-contentful-paint,754.8779999999999
largest-contentful-paint,1760.317
speed-index,754.8779999999999
total-blocking-time,56.5
cumulative-layout-shift,0
interactive,1788.817
transfer-size,143364
resource-size,143030
server-response-time,24.793000000000006
first-contentful-paint,759.6320000000001
largest-contentful-paint,1781.448
speed-index,759.6320000000001
total-blocking-time,67
cumulative-layout-shift,0
interactive,1781.448
transfer-size,143364
resource-size,143030
server-response-time,30.189999999999998
first-contentful-paint,758.634
largest-contentful-paint,1776.951
speed-index,758.634
total-blocking-time,64
cumulative-layout-shift,0
interactive,1776.951
transfer-size,143364
resource-size,143030
server-response-time,24.995999999999995
first-contentful-paint,758.4839999999999
largest-contentful-paint,1773.605
speed-index,758.4839999999999
total-blocking-time,63
cumulative-layout-shift,0
interactive,1773.605
transfer-size,143364
resource-size,143030
server-response-time,24.211
first-contentful-paint,811.3200000000002
largest-contentful-paint,1841.65
speed-index,1049.6249360203738
total-blocking-time,65
cumulative-layout-shift,0
interactive,1841.65
transfer-size,143364
resource-size,143030
server-response-time,24.339
first-contentful-paint,788.836
largest-contentful-paint,1799.254
speed-index,4247.236612131739
total-blocking-time,41
cumulative-layout-shift,0
interactive,1799.254
transfer-size,143364
resource-size,143030
server-response-time,41.93000000000029
first-contentful-paint,754.9159999999999
largest-contentful-paint,1771.145
speed-index,754.9159999999999
total-blocking-time,65
cumulative-layout-shift,0
interactive,1771.145
transfer-size,143364
resource-size,143030
server-response-time,26.85900000000001
first-contentful-paint,767.4780000000001
largest-contentful-paint,1796.217
speed-index,852.3767600895878
total-blocking-time,74
cumulative-layout-shift,0
interactive,1825.217
transfer-size,143364
resource-size,143030
server-response-time,33.900999999999996
first-contentful-paint,810
largest-contentful-paint,1842
speed-index,810
total-blocking-time,52
cumulative-layout-shift,0
interactive,1842
transfer-size,143364
resource-size,143030
server-response-time,23.465999999999994
first-contentful-paint,756.1179999999999
largest-contentful-paint,1768.177
speed-index,756.1179999999999
total-blocking-time,59
cumulative-layout-shift,0
interactive,1768.177
transfer-size,143364
resource-size,143030
server-response-time,24.037
first-contentful-paint,751.6759999999999
largest-contentful-paint,1761.514
speed-index,751.6759999999999
total-blocking-time,59
cumulative-layout-shift,0
interactive,1761.514
transfer-size,143364
resource-size,143030
server-response-time,25.05000000000001
first-contentful-paint,757.3220000000001
largest-contentful-paint,1765.9830000000002
speed-index,1055.6353320565697
total-blocking-time,55
cumulative-layout-shift,0
interactive,1765.9830000000002
transfer-size,143364
resource-size,143030
server-response-time,27.846000000000004
first-contentful-paint,822.3340000000001
largest-contentful-paint,1869.5010000000002
speed-index,825.3565320151802
total-blocking-time,61
cumulative-layout-shift,0
interactive,1869.5010000000002
transfer-size,143364
resource-size,143030
server-response-time,26.668000000000006
first-contentful-paint,756.2639999999999
largest-contentful-paint,1784.396
speed-index,756.2639999999999
total-blocking-time,75
cumulative-layout-shift,0
interactive,1784.396
transfer-size,143364
resource-size,143030
server-response-time,26.93
first-contentful-paint,774.3820000000001
largest-contentful-paint,1809.573
speed-index,774.3820000000001
total-blocking-time,76
cumulative-layout-shift,0
interactive,1837.573
transfer-size,143364
resource-size,143030
server-response-time,24.884
first-contentful-paint,753.288
largest-contentful-paint,1772.1100000000001
speed-index,753.288
total-blocking-time,68
cumulative-layout-shift,0
interactive,1772.1100000000001
transfer-size,143364
resource-size,143030
server-response-time,25.355000000000004
first-contentful-paint,771.1499999999996
largest-contentful-paint,1822.1499999999996
speed-index,4160.515789567977
total-blocking-time,83
cumulative-layout-shift,0
interactive,1822.1499999999996
transfer-size,143364
resource-size,143030
server-response-time,37.38799999999992
first-contentful-paint,755.732
largest-contentful-paint,1761.598
speed-index,755.732
total-blocking-time,53
cumulative-layout-shift,0
interactive,1761.598
transfer-size,143364
resource-size,143030
server-response-time,26.4
first-contentful-paint,752.116
largest-contentful-paint,1766.174
speed-index,752.116
total-blocking-time,63
cumulative-layout-shift,0
interactive,1766.174
transfer-size,143364
resource-size,143030
server-response-time,29.127999999999993
first-contentful-paint,786.6780000000001
largest-contentful-paint,1822.017
speed-index,1418.5914519783973
total-blocking-time,72.5
cumulative-layout-shift,0
interactive,1852.517
transfer-size,143364
resource-size,143030
server-response-time,66.467
first-contentful-paint,810
largest-contentful-paint,1839
speed-index,1337.50063997817
total-blocking-time,64
cumulative-layout-shift,0
interactive,1839
transfer-size,143364
resource-size,143030
server-response-time,67.297
first-contentful-paint,795.95
largest-contentful-paint,1829.9250000000002
speed-index,1188.9091561074256
total-blocking-time,61
cumulative-layout-shift,0
interactive,1829.9250000000002
transfer-size,143364
resource-size,143030
server-response-time,86.094
first-contentful-paint,793.2760000000001
largest-contentful-paint,1817.914
speed-index,4917.416455892467
total-blocking-time,53
cumulative-layout-shift,0
interactive,1817.914
transfer-size,143364
resource-size,143030
server-response-time,84.245
first-contentful-paint,810
largest-contentful-paint,1822
speed-index,1236.8165319914817
total-blocking-time,47
cumulative-layout-shift,0
interactive,1822
transfer-size,143364
resource-size,143030
server-response-time,83.613
first-contentful-paint,754.204
largest-contentful-paint,1782.306
speed-index,1606.9369320872781
total-blocking-time,78
cumulative-layout-shift,0
interactive,1809.306
transfer-size,143364
resource-size,143030
server-response-time,63.619
first-contentful-paint,753.8499999999999
largest-contentful-paint,1776.7749999999999
speed-index,2404.656432070255
total-blocking-time,76.5
cumulative-layout-shift,0
interactive,1807.2749999999999
transfer-size,143364
resource-size,143030
server-response-time,92.54599999999999
first-contentful-paint,756.8879999999999
largest-contentful-paint,1767.3319999999999
speed-index,756.8879999999999
total-blocking-time,57
cumulative-layout-shift,0
interactive,1767.3319999999999
transfer-size,143364
resource-size,143030
server-response-time,31.25699999999999
first-contentful-paint,764.412
largest-contentful-paint,1911.412
speed-index,4190.268260936939
total-blocking-time,140.7940000000001
cumulative-layout-shift,0
interactive,1911.412
transfer-size,143364
resource-size,143030
server-response-time,33.07699999999977
first-contentful-paint,780.088
largest-contentful-paint,1807.132
speed-index,1403.9020601002687
total-blocking-time,62
cumulative-layout-shift,0
interactive,1807.132
transfer-size,143364
resource-size,143030
server-response-time,97.198
first-contentful-paint,766.2280000000001
largest-contentful-paint,1792.342
speed-index,1129.5786120359417
total-blocking-time,69
cumulative-layout-shift,0
interactive,1818.342
transfer-size,143364
resource-size,143030
server-response-time,78.34899999999999
first-contentful-paint,795.7
largest-contentful-paint,1832.5500000000002
speed-index,1114.219811974525
total-blocking-time,64
cumulative-layout-shift,0
interactive,1832.5500000000002
transfer-size,143364
resource-size,143030
server-response-time,81.24900000000001
first-contentful-paint,810
largest-contentful-paint,1839
speed-index,1179.2163319821357
total-blocking-time,64
cumulative-layout-shift,0
interactive,1839
transfer-size,143364
resource-size,143030
server-response-time,87.27099999999999
first-contentful-paint,779.1179999999999
largest-contentful-paint,1797.3975
speed-index,1100.3325881149285
total-blocking-time,61
cumulative-layout-shift,0
interactive,1797.3975
transfer-size,143364
resource-size,143030
server-response-time,104.58399999999999
first-contentful-paint,756.348
largest-contentful-paint,1781.522
speed-index,1220.8024120065686
total-blocking-time,73
cumulative-layout-shift,0
interactive,1807.522
transfer-size,143364
resource-size,143030
server-response-time,94.868
first-contentful-paint,753.5519999999999
largest-contentful-paint,1775.328
speed-index,753.5519999999999
total-blocking-time,70
cumulative-layout-shift,0
interactive,1775.328
transfer-size,143364
resource-size,143030
server-response-time,24.623999999999995
first-contentful-paint,810
largest-contentful-paint,1852
speed-index,810
total-blocking-time,62
cumulative-layout-shift,0
interactive,1852
transfer-size,143364
resource-size,143030
server-response-time,25.325999999999993
first-contentful-paint,772.182
largest-contentful-paint,1799.2730000000001
speed-index,856.5405560369966
total-blocking-time,66
cumulative-layout-shift,0
interactive,1799.2730000000001
transfer-size,143364
resource-size,143030
server-response-time,31.799000000000007
first-contentful-paint,756.008
largest-contentful-paint,1775.5100000000002
speed-index,770.8995081312178
total-blocking-time,68.5
cumulative-layout-shift,0
interactive,1801.0100000000002
transfer-size,143364
resource-size,143030
server-response-time,35.00800000000001
first-contentful-paint,759.7940000000001
largest-contentful-paint,1776.691
speed-index,759.7940000000001
total-blocking-time,62
cumulative-layout-shift,0
interactive,1776.691
transfer-size,143364
resource-size,143030
server-response-time,28.608999999999995
first-contentful-paint,754.636
largest-contentful-paint,1774.954
speed-index,774.4517839094634
total-blocking-time,68
cumulative-layout-shift,0
interactive,1774.954
transfer-size,143364
resource-size,143030
server-response-time,24.295999999999992
first-contentful-paint,752.9000000000001
largest-contentful-paint,1767.625
speed-index,752.9000000000001
total-blocking-time,64
cumulative-layout-shift,0
interactive,1767.625
transfer-size,143364
resource-size,143030
server-response-time,24.89999999999999
first-contentful-paint,810
largest-contentful-paint,1828
speed-index,810
total-blocking-time,38
cumulative-layout-shift,0
interactive,1828
transfer-size,143364
resource-size,143030
server-response-time,29.602999999999994
first-contentful-paint,771.656
largest-contentful-paint,1807.484
speed-index,771.656
total-blocking-time,75
cumulative-layout-shift,0
interactive,1807.484
transfer-size,143364
resource-size,143030
server-response-time,29.792999999999992
first-contentful-paint,771.752
largest-contentful-paint,1814.628
speed-index,771.752
total-blocking-time,82
cumulative-layout-shift,0
interactive,1814.628
transfer-size,143364
resource-size,143030
server-response-time,26.706000000000003
first-contentful-paint,750.876
largest-contentful-paint,1778.3139999999999
speed-index,821.3750879370207
total-blocking-time,84
cumulative-layout-shift,0
interactive,1810.3139999999999
transfer-size,143364
resource-size,143030
server-response-time,23.77000000000001
first-contentful-paint,756.508
largest-contentful-paint,1779.1350000000002
speed-index,756.508
total-blocking-time,71
cumulative-layout-shift,0
interactive,1779.1350000000002
transfer-size,143364
resource-size,143030
server-response-time,36.379999999999995
first-contentful-paint,782.2260000000001
largest-contentful-paint,1816.3390000000002
speed-index,782.2260000000001
total-blocking-time,68
cumulative-layout-shift,0
interactive,1816.3390000000002
transfer-size,143364
resource-size,143030
server-response-time,34.32300000000001
first-contentful-paint,776.0139999999999
largest-contentful-paint,1809.021
speed-index,776.0139999999999
total-blocking-time,70
cumulative-layout-shift,0
interactive,1809.021
transfer-size,143364
resource-size,143030
server-response-time,31.148000000000003
first-contentful-paint,754.6659999999999
largest-contentful-paint,1746.8325
speed-index,754.6659999999999
total-blocking-time,41
cumulative-layout-shift,0
interactive,1746.8325
transfer-size,143364
resource-size,143030
server-response-time,23.189999999999998
