Metric,Value
speed-index,3709.0575
total-blocking-time,320
cumulative-layout-shift,0
interactive,4887.91
transfer-size,143362
resource-size,143028
server-response-time,34.19
first-contentful-paint,3733.0345
largest-contentful-paint,3733.0345
speed-index,3733.0345
total-blocking-time,225.48849999999993
cumulative-layout-shift,0
interactive,4654.546
transfer-size,143362
resource-size,143028
server-response-time,48.17099999999999
first-contentful-paint,3745.9120000000003
largest-contentful-paint,3745.9120000000003
speed-index,3745.9120000000003
total-blocking-time,236.5
cumulative-layout-shift,0
interactive,4899.912
transfer-size,143362
resource-size,143028
server-response-time,39.76899999999999
first-contentful-paint,3724.0769999999998
largest-contentful-paint,4818.436
speed-index,3724.0769999999998
total-blocking-time,233
cumulative-layout-shift,0
interactive,4854.936
transfer-size,143362
resource-size,143028
server-response-time,39.294999999999995
first-contentful-paint,3812.127
largest-contentful-paint,3864.627
speed-index,3812.127
total-blocking-time,80
cumulative-layout-shift,0
interactive,4344.6905
transfer-size,143362
resource-size,143028
server-response-time,47.993
first-contentful-paint,3697.3140000000003
largest-contentful-paint,3697.3140000000003
speed-index,3697.3140000000003
total-blocking-time,23.5
cumulative-layout-shift,0
interactive,4603.814
transfer-size,143362
resource-size,143028
server-response-time,35.903999999999996
first-contentful-paint,3687.62
largest-contentful-paint,3687.62
speed-index,3687.62
total-blocking-time,118.34500000000003
cumulative-layout-shift,0
interactive,4614.12
transfer-size,143362
resource-size,143028
server-response-time,42.673
first-contentful-paint,3700.3199999999997
largest-contentful-paint,3700.3199999999997
speed-index,3700.3199999999997
total-blocking-time,194
cumulative-layout-shift,0
interactive,4781.32
transfer-size,143362
resource-size,143028
server-response-time,35.172000000000004
first-contentful-paint,3682.2619999999997
largest-contentful-paint,3682.2619999999997
speed-index,3682.2619999999997
total-blocking-time,189.5
cumulative-layout-shift,0
interactive,4771.262
transfer-size,143362
resource-size,143028
server-response-time,39.592999999999996
first-contentful-paint,3686.3559999999998
largest-contentful-paint,3717.017
speed-index,3686.3559999999998
total-blocking-time,165.32200000000012
cumulative-layout-shift,0
interactive,4665.356
transfer-size,143362
resource-size,143028
server-response-time,37.900000000000006
first-contentful-paint,3724.4435
largest-contentful-paint,3724.4435
speed-index,3724.4435
total-blocking-time,185.18550000000005
cumulative-layout-shift,0
interactive,4306.943499999999
transfer-size,143362
resource-size,143028
server-response-time,42.31400000000001
first-contentful-paint,3697.844
largest-contentful-paint,3697.844
speed-index,3697.844
total-blocking-time,201.789
cumulative-layout-shift,0
interactive,4750.344
transfer-size,143362
resource-size,143028
server-response-time,41.628
first-contentful-paint,3724.0815000000002
largest-contentful-paint,3724.0815000000002
speed-index,3724.0815000000002
total-blocking-time,204.6395
cumulative-layout-shift,0
interactive,4718.442
transfer-size,143362
resource-size,143028
server-response-time,33.149
first-contentful-paint,3708.6745
largest-contentful-paint,4785.566
speed-index,3708.6745
total-blocking-time,249
cumulative-layout-shift,0
interactive,4823.066
transfer-size,143362
resource-size,143028
server-response-time,40.266999999999996
first-contentful-paint,3687.138
largest-contentful-paint,3687.138
speed-index,3687.138
total-blocking-time,199.93100000000004
cumulative-layout-shift,0
interactive,4285.6035
transfer-size,143362
resource-size,143028
server-response-time,43.50800000000001
first-contentful-paint,3691.8759999999997
largest-contentful-paint,4829.168
speed-index,3691.8759999999997
total-blocking-time,231
cumulative-layout-shift,0
interactive,4856.168
transfer-size,143362
resource-size,143028
server-response-time,34.778000000000006
first-contentful-paint,3723.2275
largest-contentful-paint,4807.97
speed-index,3723.2275
total-blocking-time,275.5
cumulative-layout-shift,0
interactive,4846.97
transfer-size,143362
resource-size,143028
server-response-time,44.214999999999996
first-contentful-paint,3729.9295
largest-contentful-paint,3799.953
speed-index,3729.9295
total-blocking-time,189.5235
cumulative-layout-shift,0
interactive,4654.406
transfer-size,143362
resource-size,143028
server-response-time,35.08
first-contentful-paint,3737.4725
largest-contentful-paint,3737.4725
speed-index,3737.4725
total-blocking-time,252.84249999999997
cumulative-layout-shift,0
interactive,4701.63
transfer-size,143362
resource-size,143028
server-response-time,37.49199999999999
first-contentful-paint,3713.4040000000005
largest-contentful-paint,3713.4040000000005
speed-index,3713.4040000000005
total-blocking-time,109.89899999999989
cumulative-layout-shift,0
interactive,4259.803
transfer-size,143362
resource-size,143028
server-response-time,38.87
first-contentful-paint,3770.5135
largest-contentful-paint,4724.018
speed-index,3770.5135
total-blocking-time,163
cumulative-layout-shift,0
interactive,4763.518
transfer-size,143362
resource-size,143028
server-response-time,54.699000000000005
first-contentful-paint,3741.1414999999997
largest-contentful-paint,4801.522
speed-index,3741.1414999999997
total-blocking-time,259
cumulative-layout-shift,0
interactive,4840.022
transfer-size,143362
resource-size,143028
server-response-time,41.416000000000004
first-contentful-paint,3704.246
largest-contentful-paint,3704.246
speed-index,3704.246
total-blocking-time,71.87699999999995
cumulative-layout-shift,0
interactive,4642.246
transfer-size,143362
resource-size,143028
server-response-time,52.416
first-contentful-paint,3832.741
largest-contentful-paint,4809.988
speed-index,3832.741
total-blocking-time,163.5
cumulative-layout-shift,0
interactive,4846.988
transfer-size,143362
resource-size,143028
server-response-time,58.037
first-contentful-paint,3692.6440000000002
largest-contentful-paint,3692.6440000000002
speed-index,3692.6440000000002
total-blocking-time,117.67799999999988
cumulative-layout-shift,0
interactive,4252.233
transfer-size,143362
resource-size,143028
server-response-time,41.42099999999999
first-contentful-paint,3689.4259999999995
largest-contentful-paint,3689.4259999999995
speed-index,3689.4259999999995
total-blocking-time,184.3934999999999
cumulative-layout-shift,0
interactive,4717.4259999999995
transfer-size,143362
resource-size,143028
server-response-time,38.689
first-contentful-paint,3719.119
largest-contentful-paint,4804.492
speed-index,3719.119
total-blocking-time,286.5
cumulative-layout-shift,0
interactive,4885.492
transfer-size,143362
resource-size,143028
server-response-time,47.55400000000001
first-contentful-paint,3719.3410000000003
largest-contentful-paint,3719.3410000000003
speed-index,3719.3410000000003
total-blocking-time,268.5529999999999
cumulative-layout-shift,0
interactive,4705.7880000000005
transfer-size,143362
resource-size,143028
server-response-time,38.236999999999995
first-contentful-paint,3714.0694999999996
largest-contentful-paint,3714.0694999999996
speed-index,3714.0694999999996
total-blocking-time,216.5
cumulative-layout-shift,0
interactive,4788.4259999999995
transfer-size,143362
resource-size,143028
server-response-time,44.652
first-contentful-paint,3739.6144999999997
largest-contentful-paint,4837.486
speed-index,3739.6144999999997
total-blocking-time,277.5
cumulative-layout-shift,0
interactive,4876.486
transfer-size,143362
resource-size,143028
server-response-time,44.59800000000001
first-contentful-paint,3798.239
largest-contentful-paint,3823.239
speed-index,3798.239
total-blocking-time,73
cumulative-layout-shift,0
interactive,4761.478
transfer-size,143362
resource-size,143028
server-response-time,51.592999999999996
first-contentful-paint,3695.968
largest-contentful-paint,3695.968
speed-index,3695.968
total-blocking-time,182.51600000000008
cumulative-layout-shift,0
interactive,4286.726
transfer-size,143362
resource-size,143028
server-response-time,37.689
first-contentful-paint,3704.0879999999997
largest-contentful-paint,3704.0879999999997
speed-index,3704.0879999999997
total-blocking-time,147.72800000000007
cumulative-layout-shift,0
interactive,4695.588
transfer-size,143362
resource-size,143028
server-response-time,37.92399999999999
first-contentful-paint,3690.474
largest-contentful-paint,3690.474
speed-index,3690.474
total-blocking-time,163.63149999999996
cumulative-layout-shift,0
interactive,4722.974
transfer-size,143362
resource-size,143028
server-response-time,31.071000000000005
first-contentful-paint,3693.8559999999998
largest-contentful-paint,3693.8559999999998
speed-index,3693.8559999999998
total-blocking-time,186.78600000000006
cumulative-layout-shift,0
interactive,4742.856
transfer-size,143362
resource-size,143028
server-response-time,38.397
first-contentful-paint,3708.5800000000004
largest-contentful-paint,4784.4400000000005
speed-index,3708.5800000000004
total-blocking-time,254.5
cumulative-layout-shift,0
interactive,4819.9400000000005
transfer-size,143362
resource-size,143028
server-response-time,34.63
first-contentful-paint,3759.8205
largest-contentful-paint,4709.094
speed-index,3759.8205
total-blocking-time,176
cumulative-layout-shift,0
interactive,4791.094
transfer-size,143362
resource-size,143028
server-response-time,39.774
first-contentful-paint,3703.976
largest-contentful-paint,3703.976
speed-index,3703.976
total-blocking-time,246.75600000000009
cumulative-layout-shift,0
interactive,4827.976000000001
transfer-size,143362
resource-size,143028
server-response-time,40.928
first-contentful-paint,3751.4610000000002
largest-contentful-paint,4686.948
speed-index,3751.4610000000002
total-blocking-time,141.5
cumulative-layout-shift,0
interactive,4721.448
transfer-size,143362
resource-size,143028
server-response-time,57.101
first-contentful-paint,3727.7490000000003
largest-contentful-paint,3813.166
speed-index,3727.7490000000003
total-blocking-time,235.91699999999992
cumulative-layout-shift,0
interactive,4667.832
transfer-size,143362
resource-size,143028
server-response-time,40.48
first-contentful-paint,3727.696
largest-contentful-paint,3727.696
speed-index,3727.696
total-blocking-time,223.82600000000002
cumulative-layout-shift,0
interactive,4828.196
transfer-size,143362
resource-size,143028
server-response-time,49.60399999999999
first-contentful-paint,3686.8940000000002
largest-contentful-paint,3686.8940000000002
speed-index,3686.8940000000002
total-blocking-time,90.52649999999994
cumulative-layout-shift,0
interactive,4666.894
transfer-size,143362
resource-size,143028
server-response-time,38.67000000000001
first-contentful-paint,3675.142
largest-contentful-paint,3675.142
speed-index,3675.142
total-blocking-time,110.5
cumulative-layout-shift,0
interactive,4685.642
transfer-size,143362
resource-size,143028
server-response-time,61.629999999999995
first-contentful-paint,3693.1014999999998
largest-contentful-paint,4855.802
speed-index,3693.1014999999998
total-blocking-time,334
cumulative-layout-shift,0
interactive,4892.302
transfer-size,143362
resource-size,143028
server-response-time,49.17699999999999
first-contentful-paint,3680.312
largest-contentful-paint,3774.984
speed-index,3680.312
total-blocking-time,238.84400000000005
cumulative-layout-shift,0
interactive,4299.484
transfer-size,143362
resource-size,143028
server-response-time,39.364000000000004
first-contentful-paint,3745.6375000000003
largest-contentful-paint,4805.85
speed-index,3745.6375000000003
total-blocking-time,248.5
cumulative-layout-shift,0
interactive,4841.85
transfer-size,143362
resource-size,143028
server-response-time,42.143
first-contentful-paint,3788.666
largest-contentful-paint,3788.666
speed-index,3788.666
total-blocking-time,122
cumulative-layout-shift,0
interactive,4324.166
transfer-size,143362
resource-size,143028
server-response-time,45.547
first-contentful-paint,3688.7299999999996
largest-contentful-paint,3688.7299999999996
speed-index,3688.7299999999996
total-blocking-time,275.5675000000001
cumulative-layout-shift,0
interactive,4730.73
transfer-size,143362
resource-size,143028
server-response-time,49.13799999999999
first-contentful-paint,3686.14
largest-contentful-paint,3696.3549999999996
speed-index,3686.14
total-blocking-time,226.71499999999992
cumulative-layout-shift,0
interactive,4743.639999999999
transfer-size,143362
resource-size,143028
server-response-time,37.137
first-contentful-paint,3681.4580000000005
largest-contentful-paint,4806.4580000000005
speed-index,3681.4580000000005
total-blocking-time,262.3855000000001
cumulative-layout-shift,0
interactive,4842.4580000000005
transfer-size,143362
resource-size,143028
server-response-time,36.741
first-contentful-paint,3690.8055000000004
largest-contentful-paint,4747.0740000000005
speed-index,3690.8055000000004
total-blocking-time,209.5
cumulative-layout-shift,0
interactive,4778.5740000000005
transfer-size,143362
resource-size,143028
server-response-time,31.055999999999997
first-contentful-paint,3689.442
largest-contentful-paint,3689.442
speed-index,3689.442
total-blocking-time,209.779
cumulative-layout-shift,0
interactive,4743.442
transfer-size,143362
resource-size,143028
server-response-time,35.58200000000001
first-contentful-paint,3763.6130000000003
largest-contentful-paint,4751.484
speed-index,3763.6130000000003
total-blocking-time,187.5
cumulative-layout-shift,0
interactive,4789.484
transfer-size,143362
resource-size,143028
server-response-time,36.61300000000001
first-contentful-paint,3701.348
largest-contentful-paint,3753.761
speed-index,3701.348
total-blocking-time,205.82600000000002
cumulative-layout-shift,0
interactive,4677.348
transfer-size,143362
resource-size,143028
server-response-time,43.040000000000006
first-contentful-paint,3701.56
largest-contentful-paint,4845.08
speed-index,3701.56
total-blocking-time,313
cumulative-layout-shift,0
interactive,4882.08
transfer-size,143362
resource-size,143028
server-response-time,43.596000000000004
first-contentful-paint,3785.522
largest-contentful-paint,4789.696
speed-index,3785.522
total-blocking-time,325.826
cumulative-layout-shift,0
interactive,4871.696
transfer-size,143362
resource-size,143028
server-response-time,75.041
first-contentful-paint,3741.0730000000003
largest-contentful-paint,3741.0730000000003
speed-index,3741.0730000000003
total-blocking-time,438.80899999999997
cumulative-layout-shift,0
interactive,4669.263999999999
transfer-size,143362
resource-size,143028
server-response-time,39.723000000000006
first-contentful-paint,3741.479
largest-contentful-paint,3842.486
speed-index,3741.479
total-blocking-time,235.50700000000006
cumulative-layout-shift,0
interactive,4649.972
transfer-size,143362
resource-size,143028
server-response-time,35.77199999999999
first-contentful-paint,3726.0604999999996
largest-contentful-paint,4805.414
speed-index,3726.0604999999996
total-blocking-time,249
cumulative-layout-shift,0
interactive,4841.914
transfer-size,143362
resource-size,143028
server-response-time,42.871
first-contentful-paint,3702.032
largest-contentful-paint,3702.032
speed-index,3702.032
total-blocking-time,191.74199999999996
cumulative-layout-shift,0
interactive,4756.032
transfer-size,143362
resource-size,143028
server-response-time,48.158
first-contentful-paint,4015.692
largest-contentful-paint,4645.384
speed-index,4015.692
total-blocking-time,48.5
cumulative-layout-shift,0
interactive,4682.884
transfer-size,143362
resource-size,143028
server-response-time,35.065
first-contentful-paint,3799.8469999999998
largest-contentful-paint,3799.8469999999998
speed-index,3799.8469999999998
total-blocking-time,172
cumulative-layout-shift,0
interactive,4779.6939999999995
transfer-size,143362
resource-size,143028
server-response-time,39.833
first-contentful-paint,3707.8019999999997
largest-contentful-paint,3707.8019999999997
speed-index,3707.8019999999997
total-blocking-time,336.7995000000001
cumulative-layout-shift,0
interactive,4950.802
transfer-size,143362
resource-size,143028
server-response-time,42.793000000000006
first-contentful-paint,3749.4469999999997
largest-contentful-paint,3749.4469999999997
speed-index,3749.4469999999997
total-blocking-time,190.8510000000001
cumulative-layout-shift,0
interactive,4732.596
transfer-size,143362
resource-size,143028
server-response-time,50.379
first-contentful-paint,3726.8109999999997
largest-contentful-paint,3726.8109999999997
speed-index,3726.8109999999997
total-blocking-time,223.5630000000001
cumulative-layout-shift,0
interactive,4654.248
transfer-size,143362
resource-size,143028
server-response-time,38.289000000000016
first-contentful-paint,3912.995
largest-contentful-paint,4564.99
speed-index,3912.995
total-blocking-time,12
cumulative-layout-shift,0
interactive,4275.9925
transfer-size,143362
resource-size,143028
server-response-time,42.538
first-contentful-paint,3729.0705
largest-contentful-paint,4770.094
speed-index,3729.0705
total-blocking-time,238
cumulative-layout-shift,0
interactive,4807.594
transfer-size,143362
resource-size,143028
server-response-time,45.482
first-contentful-paint,3735
largest-contentful-paint,3735
speed-index,3735
total-blocking-time,150
cumulative-layout-shift,0
interactive,4773.5
transfer-size,143362
resource-size,143028
server-response-time,37.13400000000001
first-contentful-paint,3677.0339999999997
largest-contentful-paint,3680.5254999999997
speed-index,3677.0339999999997
total-blocking-time,135.9915000000001
cumulative-layout-shift,0
interactive,4659.534
transfer-size,143362
resource-size,143028
server-response-time,39.01699999999998
first-contentful-paint,3724.3574999999996
largest-contentful-paint,4819.8099999999995
speed-index,3724.3574999999996
total-blocking-time,280
cumulative-layout-shift,0
interactive,4858.8099999999995
transfer-size,143362
resource-size,143028
server-response-time,50.736
first-contentful-paint,3719.142
largest-contentful-paint,3719.142
speed-index,3719.142
total-blocking-time,238.78600000000006
cumulative-layout-shift,0
interactive,4644.356
transfer-size,143362
resource-size,143028
server-response-time,35.675
first-contentful-paint,3686.834
largest-contentful-paint,3686.834
speed-index,3686.834
total-blocking-time,211.54150000000004
cumulative-layout-shift,0
interactive,4752.834
transfer-size,143362
resource-size,143028
server-response-time,42.075
first-contentful-paint,3740
largest-contentful-paint,3803.5
speed-index,3740
total-blocking-time,191
cumulative-layout-shift,0
interactive,4679
transfer-size,143362
resource-size,143028
server-response-time,51.4
first-contentful-paint,3685.456
largest-contentful-paint,3685.456
speed-index,3685.456
total-blocking-time,140.38599999999997
cumulative-layout-shift,0
interactive,4682.456
transfer-size,143362
resource-size,143028
server-response-time,40.652
