Metric,Mean,Standard Deviation
cumulative-layout-shift,0.014405871538213735,0.021226953544034966
first-contentful-paint,1024.48644,60.11005466021421
interactive,4728.984865,2132.141026034601
largest-contentful-paint,1799.65381,611.4696641374225
resource-size,141952.0,0.0
server-response-time,50.557539999999996,16.2178426465882
speed-index,2084.3322640593824,511.28856013496977
total-blocking-time,621.2242349999999,171.78869167442127
transfer-size,142286.0,0.0
