Metric,Mean,Standard Deviation
cumulative-layout-shift,0.0,0.0
first-contentful-paint,2224.779855,47.16945911394651
interactive,51154.253820000005,20828.595398794198
largest-contentful-paint,2951.8587800000005,769.1524219462468
resource-size,141952.0,0.0
server-response-time,273.33644,90.26652769260598
speed-index,24425.92504857633,7166.141821940796
total-blocking-time,16017.274014999983,14316.49854045748
transfer-size,142286.0,0.0
