Metric,Value
resource-size,141952
server-response-time,346.36
first-contentful-paint,2190.614
largest-contentful-paint,2412.152
speed-index,19279.6361865001
total-blocking-time,7726.961999999992
cumulative-layout-shift,0
interactive,37587.07599999999
transfer-size,142286
resource-size,141952
server-response-time,180.458
first-contentful-paint,2216.821
largest-contentful-paint,2412.428
speed-index,20056.59045637485
total-blocking-time,6969.893
cumulative-layout-shift,0
interactive,37612.71399999999
transfer-size,142286
resource-size,141952
server-response-time,400.046
first-contentful-paint,2336.442
largest-contentful-paint,2689.989
speed-index,35458.49037785329
total-blocking-time,40545.99999999997
cumulative-layout-shift,0
interactive,83194.44199999998
transfer-size,142286
resource-size,141952
server-response-time,185.16899999999998
first-contentful-paint,2194.0829999999996
largest-contentful-paint,2413.4439999999995
speed-index,19898.3512428992
total-blocking-time,7335.138999999998
cumulative-layout-shift,0
interactive,39926.222000000016
transfer-size,142286
resource-size,141952
server-response-time,186.572
first-contentful-paint,2192.6545
largest-contentful-paint,2410.206
speed-index,18903.47865995853
total-blocking-time,5267.9485
cumulative-layout-shift,0
interactive,34931.103
transfer-size,142286
resource-size,141952
server-response-time,186.825
first-contentful-paint,2189.8779999999997
largest-contentful-paint,2414.8779999999997
speed-index,18178.898241423078
total-blocking-time,5311.280499999984
cumulative-layout-shift,0
interactive,33322.938999999984
transfer-size,142286
resource-size,141952
server-response-time,345.283
first-contentful-paint,2185.148
largest-contentful-paint,2410.148
speed-index,16451.553530386314
total-blocking-time,4547.499999999998
cumulative-layout-shift,0
interactive,29043.573999999997
transfer-size,142286
resource-size,141952
server-response-time,275.774
first-contentful-paint,2218.4435
largest-contentful-paint,2439.258
speed-index,16927.2597668048
total-blocking-time,4951.685499999998
cumulative-layout-shift,0
interactive,29831.129
transfer-size,142286
resource-size,141952
server-response-time,148.029
first-contentful-paint,2189.5460000000003
largest-contentful-paint,2412.728
speed-index,20795.96914317642
total-blocking-time,8149.817999999987
cumulative-layout-shift,0
interactive,43354.863999999994
transfer-size,142286
resource-size,141952
server-response-time,174.76299999999998
first-contentful-paint,2211.9179999999997
largest-contentful-paint,2605.3769999999995
speed-index,20049.92172510521
total-blocking-time,7887.770500000017
cumulative-layout-shift,0
interactive,37446.45900000001
transfer-size,142286
resource-size,141952
server-response-time,267.27599999999995
first-contentful-paint,2196.434
largest-contentful-paint,3825.0190000000007
speed-index,20246.810389517035
total-blocking-time,7531.641500000025
cumulative-layout-shift,0
interactive,36821.216999999975
transfer-size,142286
resource-size,141952
server-response-time,374.481
first-contentful-paint,2228.74
largest-contentful-paint,2453.74
speed-index,19709.44837839163
total-blocking-time,7580.56500000001
cumulative-layout-shift,0
interactive,36588.87000000001
transfer-size,142286
resource-size,141952
server-response-time,171.85999999999999
first-contentful-paint,2187.1499999999996
largest-contentful-paint,3942.5249999999987
speed-index,21072.18097773296
total-blocking-time,7335.962500000012
cumulative-layout-shift,0
interactive,39811.075
transfer-size,142286
resource-size,141952
server-response-time,412.769
first-contentful-paint,2397.7889999999998
largest-contentful-paint,2673.5504999999994
speed-index,35094.829941309814
total-blocking-time,39316.00000000006
cumulative-layout-shift,0
interactive,80512.78900000002
transfer-size,142286
resource-size,141952
server-response-time,243.753
first-contentful-paint,2187.6400000000003
largest-contentful-paint,2718.9600000000005
speed-index,20446.212460773557
total-blocking-time,7528.839999999993
cumulative-layout-shift,0
interactive,41572.81999999998
transfer-size,142286
resource-size,141952
server-response-time,231.98099999999997
first-contentful-paint,2229.9300000000003
largest-contentful-paint,2454.9300000000003
speed-index,20811.17013121443
total-blocking-time,7025.5350000000035
cumulative-layout-shift,0
interactive,36083.465
transfer-size,142286
resource-size,141952
server-response-time,435.706
first-contentful-paint,2194.6695
largest-contentful-paint,2414.2259999999997
speed-index,20336.951110458343
total-blocking-time,7087.94350000003
cumulative-layout-shift,0
interactive,43175.613000000005
transfer-size,142286
resource-size,141952
server-response-time,266.271
first-contentful-paint,2227.808
largest-contentful-paint,2452.808
speed-index,19811.971283815612
total-blocking-time,6388.79799999999
cumulative-layout-shift,0
interactive,33204.40399999998
transfer-size,142286
resource-size,141952
server-response-time,161.382
first-contentful-paint,2209.8205
largest-contentful-paint,2413.094
speed-index,20243.429713696944
total-blocking-time,6810.226499999997
cumulative-layout-shift,0
interactive,37699.547
transfer-size,142286
resource-size,141952
server-response-time,227.39300000000003
first-contentful-paint,2229.398
largest-contentful-paint,2454.398
speed-index,18751.60069190472
total-blocking-time,6517.300999999979
cumulative-layout-shift,0
interactive,36193.69899999998
transfer-size,142286
resource-size,141952
server-response-time,229.36900000000003
first-contentful-paint,2183.992
largest-contentful-paint,2408.992
speed-index,18458.266017832626
total-blocking-time,6651.000000000003
cumulative-layout-shift,0
interactive,35837.99600000001
transfer-size,142286
resource-size,141952
server-response-time,170.834
first-contentful-paint,2201.6025
largest-contentful-paint,2413.4700000000003
speed-index,18842.80144453712
total-blocking-time,6681.132500000005
cumulative-layout-shift,0
interactive,33277.735000000015
transfer-size,142286
resource-size,141952
server-response-time,270.203
first-contentful-paint,2192.9714999999997
largest-contentful-paint,2411.9619999999995
speed-index,18914.47152469704
total-blocking-time,6813.509499999989
cumulative-layout-shift,0
interactive,38279.98099999999
transfer-size,142286
resource-size,141952
server-response-time,389.82599999999996
first-contentful-paint,2184.3099999999995
largest-contentful-paint,3477.9300000000003
speed-index,20442.79687474595
total-blocking-time,5841.672499999995
cumulative-layout-shift,0
interactive,35921.655
transfer-size,142286
resource-size,141952
server-response-time,407.365
first-contentful-paint,2263.472
largest-contentful-paint,3388.2400000000007
speed-index,33471.08207862299
total-blocking-time,38979.176000000196
cumulative-layout-shift,0
interactive,80374.64799999999
transfer-size,142286
resource-size,141952
server-response-time,459.074
first-contentful-paint,2184.228
largest-contentful-paint,2409.228
speed-index,20436.14136245158
total-blocking-time,5730.1929999999975
cumulative-layout-shift,0
interactive,40520.113999999994
transfer-size,142286
resource-size,141952
server-response-time,238.139
first-contentful-paint,2222.036
largest-contentful-paint,2447.036
speed-index,20014.32271078361
total-blocking-time,8052.740999999996
cumulative-layout-shift,0
interactive,43091.018
transfer-size,142286
resource-size,141952
server-response-time,341.243
first-contentful-paint,2229.688
largest-contentful-paint,2782.032
speed-index,19777.999135500904
total-blocking-time,7986.327999999976
cumulative-layout-shift,0
interactive,42938.84399999993
transfer-size,142286
resource-size,141952
server-response-time,202.225
first-contentful-paint,2186.742
largest-contentful-paint,4246.968000000001
speed-index,20012.850540465835
total-blocking-time,8829.064499999979
cumulative-layout-shift,0
interactive,36341.37100000001
transfer-size,142286
resource-size,141952
server-response-time,280.849
first-contentful-paint,2186.602
largest-contentful-paint,2411.602
speed-index,19590.99579036666
total-blocking-time,9086.599500000011
cumulative-layout-shift,0
interactive,39242.80100000002
transfer-size,142286
resource-size,141952
server-response-time,162.417
first-contentful-paint,2194.1955
largest-contentful-paint,2407.594
speed-index,17900.21545698289
total-blocking-time,6531.601499999997
cumulative-layout-shift,0
interactive,34682.79699999999
transfer-size,142286
resource-size,141952
server-response-time,276.459
first-contentful-paint,2226.9660000000003
largest-contentful-paint,2451.9660000000003
speed-index,17771.756178775802
total-blocking-time,6760.517000000007
cumulative-layout-shift,0
interactive,34524.48300000001
transfer-size,142286
resource-size,141952
server-response-time,464.128
first-contentful-paint,2219.2995
largest-contentful-paint,2813.1319999999996
speed-index,29195.090498364025
total-blocking-time,11988.733500000055
cumulative-layout-shift,0
interactive,62603.03300000002
transfer-size,142286
resource-size,141952
server-response-time,374.849
first-contentful-paint,2209.1475
largest-contentful-paint,2729.2949999999996
speed-index,28975.185516181064
total-blocking-time,12085.999999999985
cumulative-layout-shift,0
interactive,62507.765
transfer-size,142286
resource-size,141952
server-response-time,269.33299999999997
first-contentful-paint,2234.4697499999997
largest-contentful-paint,2421.2929999999997
speed-index,32915.40509798122
total-blocking-time,25910.676750000224
cumulative-layout-shift,0
interactive,69423.1465
transfer-size,142286
resource-size,141952
server-response-time,182.7
first-contentful-paint,2411.4245
largest-contentful-paint,3680.5470000000005
speed-index,41368.574015818216
total-blocking-time,45095.99999999984
cumulative-layout-shift,0
interactive,95310.9245
transfer-size,142286
resource-size,141952
server-response-time,191.14700000000002
first-contentful-paint,2230.7515000000003
largest-contentful-paint,4570.509000000002
speed-index,33493.320337266276
total-blocking-time,25796.49999999984
cumulative-layout-shift,0
interactive,74694.501
transfer-size,142286
resource-size,141952
server-response-time,377.442
first-contentful-paint,2237.8949999999995
largest-contentful-paint,3458.579999999999
speed-index,34703.3325901799
total-blocking-time,42813.53499999951
cumulative-layout-shift,0
interactive,87087.43
transfer-size,142286
resource-size,141952
server-response-time,197.07000000000002
first-contentful-paint,2227.352
largest-contentful-paint,2628.528
speed-index,34550.451943976135
total-blocking-time,42399.41199999998
cumulative-layout-shift,0
interactive,84837.67599999999
transfer-size,142286
resource-size,141952
server-response-time,229.65300000000002
first-contentful-paint,2232.9255000000003
largest-contentful-paint,4956.170000000002
speed-index,32164.50201541182
total-blocking-time,25758.691499999848
cumulative-layout-shift,0
interactive,71401.617
transfer-size,142286
resource-size,141952
server-response-time,197.60500000000002
first-contentful-paint,2231.1279999999997
largest-contentful-paint,4286.016
speed-index,31772.02735630664
total-blocking-time,25995.999999999898
cumulative-layout-shift,0
interactive,70880.75200000001
transfer-size,142286
resource-size,141952
server-response-time,160.495
