Metric,Value
cumulative-layout-shift,0.025679164362439232
interactive,2295.63875
transfer-size,142286
resource-size,141952
server-response-time,25.881
first-contentful-paint,775.8889999999999
largest-contentful-paint,1251.778
speed-index,775.8889999999999
total-blocking-time,35.5
cumulative-layout-shift,0.012839582181219616
interactive,2234.2225000000003
transfer-size,142286
resource-size,141952
server-response-time,31.339
first-contentful-paint,815.992
largest-contentful-paint,815.992
speed-index,3818.844707977342
total-blocking-time,38
cumulative-layout-shift,0.025679164362439232
interactive,2332.478
transfer-size,142286
resource-size,141952
server-response-time,46.215000000000146
first-contentful-paint,766.444
largest-contentful-paint,766.444
speed-index,766.444
total-blocking-time,27
cumulative-layout-shift,0.025679164362439232
interactive,2174.221
transfer-size,142286
resource-size,141952
server-response-time,26.727000000000004
first-contentful-paint,759.4380000000001
largest-contentful-paint,1218.8760000000002
speed-index,759.4380000000001
total-blocking-time,12
cumulative-layout-shift,0.025679164362439232
interactive,1635.5950000000003
transfer-size,142286
resource-size,141952
server-response-time,31.435000000000002
first-contentful-paint,803.942
largest-contentful-paint,1396.3695
speed-index,803.942
total-blocking-time,28.5
cumulative-layout-shift,0.012839582181219616
interactive,2280.3405000000002
transfer-size,142286
resource-size,141952
server-response-time,27.478
first-contentful-paint,773.54
largest-contentful-paint,1247.08
speed-index,1303.5304434376433
total-blocking-time,25
cumulative-layout-shift,0
interactive,2239.7349999999997
transfer-size,142286
resource-size,141952
server-response-time,30.149
first-contentful-paint,764.998
largest-contentful-paint,1308.7455
speed-index,764.998
total-blocking-time,30.5
cumulative-layout-shift,0
interactive,2173.495
transfer-size,142286
resource-size,141952
server-response-time,26.586
first-contentful-paint,771.079
largest-contentful-paint,1242.158
speed-index,771.079
total-blocking-time,43
cumulative-layout-shift,0.012839582181219616
interactive,2241.46725
transfer-size,142286
resource-size,141952
server-response-time,34.07300000000001
first-contentful-paint,780.008
largest-contentful-paint,1260.016
speed-index,780.008
total-blocking-time,39
cumulative-layout-shift,0
interactive,2251.02
transfer-size,142286
resource-size,141952
server-response-time,31.49799999999999
first-contentful-paint,813.998
largest-contentful-paint,813.998
speed-index,813.998
total-blocking-time,30.5
cumulative-layout-shift,0.025679164362439232
interactive,2295.995
transfer-size,142286
resource-size,141952
server-response-time,34.39
first-contentful-paint,777.3389999999999
largest-contentful-paint,1254.6779999999999
speed-index,777.3389999999999
total-blocking-time,28
cumulative-layout-shift,0.012839582181219616
interactive,2206.18225
transfer-size,142286
resource-size,141952
server-response-time,32.936
first-contentful-paint,768.3309999999999
largest-contentful-paint,1236.662
speed-index,768.3309999999999
total-blocking-time,29.5
cumulative-layout-shift,0.025679164362439232
interactive,2184.4102500000004
transfer-size,142286
resource-size,141952
server-response-time,27.129999999999995
first-contentful-paint,765.219
largest-contentful-paint,1151.63325
speed-index,3803.2487660962106
total-blocking-time,34
cumulative-layout-shift,0.012839582181219616
interactive,2184.85225
transfer-size,142286
resource-size,141952
server-response-time,45.934999999999945
first-contentful-paint,768.6669999999999
largest-contentful-paint,1317.0007499999997
speed-index,768.6669999999999
total-blocking-time,21.5
cumulative-layout-shift,0.025679164362439232
interactive,2169.33425
transfer-size,142286
resource-size,141952
server-response-time,29.047999999999995
first-contentful-paint,758.8979999999999
largest-contentful-paint,1217.796
speed-index,758.8979999999999
total-blocking-time,4.5
cumulative-layout-shift,0
interactive,1626.7450000000003
transfer-size,142286
resource-size,141952
server-response-time,25.135000000000005
first-contentful-paint,759.4069999999999
largest-contentful-paint,2399.8692499999997
speed-index,759.4069999999999
total-blocking-time,95
cumulative-layout-shift,0.025679164362439232
interactive,2340.8692499999997
transfer-size,142286
resource-size,141952
server-response-time,24.698
first-contentful-paint,809.778
largest-contentful-paint,1409.5005
speed-index,809.778
total-blocking-time,28
cumulative-layout-shift,0
interactive,2319.8895
transfer-size,142286
resource-size,141952
server-response-time,30.194999999999993
first-contentful-paint,768.1179999999999
largest-contentful-paint,1236.2359999999999
speed-index,768.1179999999999
total-blocking-time,35
cumulative-layout-shift,0.025679164362439232
interactive,2218.3244999999997
transfer-size,142286
resource-size,141952
server-response-time,38.344999999999985
first-contentful-paint,792.9390000000001
largest-contentful-paint,792.9390000000001
speed-index,792.9390000000001
total-blocking-time,37.5
cumulative-layout-shift,0.025679164362439232
interactive,2281.3475
transfer-size,142286
resource-size,141952
server-response-time,31.68100000000001
first-contentful-paint,770.767
largest-contentful-paint,770.767
speed-index,770.767
total-blocking-time,25.5
cumulative-layout-shift,0.025679164362439232
interactive,2183.10925
transfer-size,142286
resource-size,141952
server-response-time,25.34400000000001
first-contentful-paint,778.2170000000001
largest-contentful-paint,1256.4340000000002
speed-index,778.2170000000001
total-blocking-time,65
cumulative-layout-shift,0.012839582181219616
interactive,2297.59675
transfer-size,142286
resource-size,141952
server-response-time,34.452999999999996
first-contentful-paint,771.373
largest-contentful-paint,1242.746
speed-index,771.373
total-blocking-time,32
cumulative-layout-shift,0.025679164362439232
interactive,2197.7757500000002
transfer-size,142286
resource-size,141952
server-response-time,35.76799999999999
first-contentful-paint,763.021
largest-contentful-paint,1226.042
speed-index,763.021
total-blocking-time,35.5
cumulative-layout-shift,0.025679164362439232
interactive,2202.0525
transfer-size,142286
resource-size,141952
server-response-time,25.694999999999993
first-contentful-paint,776.1319999999996
largest-contentful-paint,1014.1979999999994
speed-index,3992.735028100776
total-blocking-time,31.5
cumulative-layout-shift,0.025679164362439232
interactive,2209.862999999999
transfer-size,142286
resource-size,141952
server-response-time,51.346000000000004
first-contentful-paint,772.3820000000001
largest-contentful-paint,2357.5505000000003
speed-index,772.3820000000001
total-blocking-time,35.5
cumulative-layout-shift,0
interactive,2207.5505000000003
transfer-size,142286
resource-size,141952
server-response-time,24.814999999999998
first-contentful-paint,790.3029999999999
largest-contentful-paint,1280.6059999999998
speed-index,790.3029999999999
total-blocking-time,37
cumulative-layout-shift,0.012839582181219616
interactive,2249.7574999999997
transfer-size,142286
resource-size,141952
server-response-time,28.366
first-contentful-paint,852.269
largest-contentful-paint,852.269
speed-index,852.269
total-blocking-time,25.5
cumulative-layout-shift,0.025679164362439232
interactive,2404.1725
transfer-size,142286
resource-size,141952
server-response-time,30.567000000000007
first-contentful-paint,808.877
largest-contentful-paint,973.5962499999999
speed-index,808.877
total-blocking-time,43
cumulative-layout-shift,0.025679164362439232
interactive,2339.4117499999998
transfer-size,142286
resource-size,141952
server-response-time,32.55000000000001
first-contentful-paint,774.8230000000001
largest-contentful-paint,774.8230000000001
speed-index,774.8230000000001
total-blocking-time,30.5
cumulative-layout-shift,0.025679164362439232
interactive,2204.26325
transfer-size,142286
resource-size,141952
server-response-time,68.679
first-contentful-paint,834.4069999999999
largest-contentful-paint,834.4069999999999
speed-index,834.4069999999999
total-blocking-time,32.5
cumulative-layout-shift,0.025679164362439232
interactive,2372.1192499999997
transfer-size,142286
resource-size,141952
server-response-time,32.596000000000004
first-contentful-paint,808.943
largest-contentful-paint,1317.886
speed-index,808.943
total-blocking-time,29
cumulative-layout-shift,0.012839582181219616
interactive,2280.3575
transfer-size,142286
resource-size,141952
server-response-time,53.105999999999995
first-contentful-paint,765.81
largest-contentful-paint,1231.62
speed-index,765.81
total-blocking-time,15
cumulative-layout-shift,0.012839582181219616
interactive,1654.5249999999999
transfer-size,142286
resource-size,141952
server-response-time,24.941000000000003
first-contentful-paint,759.162
largest-contentful-paint,1218.324
speed-index,759.162
total-blocking-time,36
cumulative-layout-shift,0.025679164362439232
interactive,2169.905
transfer-size,142286
resource-size,141952
server-response-time,25.75800000000001
first-contentful-paint,769.5450000000001
largest-contentful-paint,1239.0900000000001
speed-index,769.5450000000001
total-blocking-time,32
cumulative-layout-shift,0.012839582181219616
interactive,2216.74875
transfer-size,142286
resource-size,141952
server-response-time,33.141999999999996
first-contentful-paint,797.0509999999999
largest-contentful-paint,1294.1019999999999
speed-index,3722.6041780346864
total-blocking-time,37.5
cumulative-layout-shift,0.012839582181219616
interactive,2303.39025
transfer-size,142286
resource-size,141952
server-response-time,32.531000000000404
first-contentful-paint,809.5509999999999
largest-contentful-paint,809.5509999999999
speed-index,809.5509999999999
total-blocking-time,24.5
cumulative-layout-shift,0.025679164362439232
interactive,2287.76525
transfer-size,142286
resource-size,141952
server-response-time,38.339
first-contentful-paint,797.017
largest-contentful-paint,1294.034
speed-index,797.017
total-blocking-time,33
cumulative-layout-shift,0.012839582181219616
interactive,2258.5425
transfer-size,142286
resource-size,141952
server-response-time,27.308000000000007
first-contentful-paint,797.0699999999999
largest-contentful-paint,1294.1399999999999
speed-index,797.0699999999999
total-blocking-time,31
cumulative-layout-shift,0.012839582181219616
interactive,2290.4425
transfer-size,142286
resource-size,141952
server-response-time,31.805999999999997
first-contentful-paint,760.4680000000001
largest-contentful-paint,1220.9360000000001
speed-index,760.4680000000001
total-blocking-time,27.5
cumulative-layout-shift,0.012839582181219616
interactive,2158.7870000000003
transfer-size,142286
resource-size,141952
server-response-time,25.958999999999996
first-contentful-paint,768.8530000000001
largest-contentful-paint,1237.7060000000001
speed-index,768.8530000000001
total-blocking-time,37.5
cumulative-layout-shift,0.012839582181219616
interactive,2226.3457500000004
transfer-size,142286
resource-size,141952
server-response-time,24.805999999999997
first-contentful-paint,759.287
largest-contentful-paint,1218.574
speed-index,759.287
total-blocking-time,8
cumulative-layout-shift,0.025679164362439232
interactive,1631.2175000000002
transfer-size,142286
resource-size,141952
server-response-time,24.681000000000004
first-contentful-paint,761.9380000000001
largest-contentful-paint,1223.8760000000002
speed-index,761.9380000000001
total-blocking-time,26.5
cumulative-layout-shift,0.012839582181219616
interactive,2157.8450000000003
transfer-size,142286
resource-size,141952
server-response-time,28.155
first-contentful-paint,786.373
largest-contentful-paint,1272.746
speed-index,786.373
total-blocking-time,41
cumulative-layout-shift,0.012839582181219616
interactive,2257.0257500000002
transfer-size,142286
resource-size,141952
server-response-time,28.619
first-contentful-paint,772.1210000000001
largest-contentful-paint,1244.2420000000002
speed-index,772.1210000000001
total-blocking-time,28.5
cumulative-layout-shift,0.012839582181219616
interactive,2187.3025000000002
transfer-size,142286
resource-size,141952
server-response-time,30.433000000000007
first-contentful-paint,807.4569999999999
largest-contentful-paint,971.8212499999998
speed-index,807.4569999999999
total-blocking-time,29
cumulative-layout-shift,0.025679164362439232
interactive,2291.0067499999996
transfer-size,142286
resource-size,141952
server-response-time,24.760000000000005
first-contentful-paint,802.5290000000005
largest-contentful-paint,1393.190250000001
speed-index,3638.418282066918
total-blocking-time,54.5
cumulative-layout-shift,0.012839582181219616
interactive,2346.4547500000012
transfer-size,142286
resource-size,141952
server-response-time,34.80600000000004
first-contentful-paint,758.26
largest-contentful-paint,758.26
speed-index,758.26
total-blocking-time,23.5
cumulative-layout-shift,0.025679164362439232
interactive,2142.65
transfer-size,142286
resource-size,141952
server-response-time,26.015
first-contentful-paint,760.0229999999999
largest-contentful-paint,1220.046
speed-index,760.0229999999999
total-blocking-time,11.5
cumulative-layout-shift,0.012839582181219616
interactive,1636.5575000000003
transfer-size,142286
resource-size,141952
server-response-time,27.208999999999996
first-contentful-paint,761.0550000000001
largest-contentful-paint,1299.8737499999997
speed-index,779.9968899831772
total-blocking-time,33
cumulative-layout-shift,0.012839582181219616
interactive,2168.6375
transfer-size,142286
resource-size,141952
server-response-time,33.548
first-contentful-paint,763.31
largest-contentful-paint,1226.62
speed-index,763.31
total-blocking-time,28
cumulative-layout-shift,0.025679164362439232
interactive,2181.7749999999996
transfer-size,142286
resource-size,141952
server-response-time,24.627000000000002
first-contentful-paint,764.73
largest-contentful-paint,1308.1425
speed-index,764.73
total-blocking-time,21.5
cumulative-layout-shift,0.012839582181219616
interactive,2158.5075
transfer-size,142286
resource-size,141952
server-response-time,25.056000000000004
first-contentful-paint,769.0830000000001
largest-contentful-paint,1238.1660000000002
speed-index,769.0830000000001
total-blocking-time,31.5
cumulative-layout-shift,0.025679164362439232
interactive,2190.47825
transfer-size,142286
resource-size,141952
server-response-time,41.827
first-contentful-paint,862.0150000000001
largest-contentful-paint,1527.03375
speed-index,862.0150000000001
total-blocking-time,31
cumulative-layout-shift,0.012839582181219616
interactive,2439.0375
transfer-size,142286
resource-size,141952
server-response-time,40.94699999999999
first-contentful-paint,822.1199999999999
largest-contentful-paint,2403.2699999999995
speed-index,822.1199999999999
total-blocking-time,36
cumulative-layout-shift,0.012839582181219616
interactive,2368.83
transfer-size,142286
resource-size,141952
server-response-time,49.69500000000001
first-contentful-paint,1811.9569999999999
largest-contentful-paint,2392.7545
speed-index,2048.303000062752
total-blocking-time,22.5
cumulative-layout-shift,0
interactive,2242.7545
transfer-size,142286
resource-size,141952
server-response-time,38.894999999999996
first-contentful-paint,774.6610000000001
largest-contentful-paint,1249.3220000000001
speed-index,774.6610000000001
total-blocking-time,14
cumulative-layout-shift,0.025679164362439232
interactive,1675.6525000000001
transfer-size,142286
resource-size,141952
server-response-time,35.30499999999999
first-contentful-paint,801.5999999999999
largest-contentful-paint,801.5999999999999
speed-index,3692.7421439366335
total-blocking-time,30.5
cumulative-layout-shift,0.025679164362439232
interactive,2277.8999999999996
transfer-size,142286
resource-size,141952
server-response-time,35.39499999999998
first-contentful-paint,779.405
largest-contentful-paint,1341.1612499999997
speed-index,779.405
total-blocking-time,34.5
cumulative-layout-shift,0
interactive,2247.3637499999995
transfer-size,142286
resource-size,141952
server-response-time,32.92200000000001
first-contentful-paint,777.421
largest-contentful-paint,2389.40775
speed-index,777.421
total-blocking-time,44.5
cumulative-layout-shift,0
interactive,2239.40775
transfer-size,142286
resource-size,141952
server-response-time,24.683999999999997
first-contentful-paint,775.137
largest-contentful-paint,1250.274
speed-index,775.137
total-blocking-time,45.5
cumulative-layout-shift,0.025679164362439232
interactive,2252.3425
transfer-size,142286
resource-size,141952
server-response-time,31.963
first-contentful-paint,864.3320000000001
largest-contentful-paint,2475.2470000000003
speed-index,864.3320000000001
total-blocking-time,34.5
cumulative-layout-shift,0
interactive,2454.33
transfer-size,142286
resource-size,141952
server-response-time,44.59899999999999
first-contentful-paint,829.721
largest-contentful-paint,1264.5117500000001
speed-index,829.721
total-blocking-time,37.5
cumulative-layout-shift,0.012839582181219616
interactive,2349.3025
transfer-size,142286
resource-size,141952
server-response-time,29.17
first-contentful-paint,764.71
largest-contentful-paint,1229.42
speed-index,764.71
total-blocking-time,18.5
cumulative-layout-shift,0.025679164362439232
interactive,2152.4525000000003
transfer-size,142286
resource-size,141952
server-response-time,25.311000000000007
first-contentful-paint,791.3030000000001
largest-contentful-paint,791.3030000000001
speed-index,791.3030000000001
total-blocking-time,43.5
cumulative-layout-shift,0.025679164362439232
interactive,2291.5832499999997
transfer-size,142286
resource-size,141952
server-response-time,39.357
first-contentful-paint,788.8209999999999
largest-contentful-paint,2351.34725
speed-index,788.8209999999999
total-blocking-time,43
cumulative-layout-shift,0.012839582181219616
interactive,2290.7577499999998
transfer-size,142286
resource-size,141952
server-response-time,31.274
first-contentful-paint,826.672
largest-contentful-paint,995.84
speed-index,826.672
total-blocking-time,36
cumulative-layout-shift,0.025679164362439232
interactive,2380.848
transfer-size,142286
resource-size,141952
server-response-time,32.027
first-contentful-paint,762.808
largest-contentful-paint,1303.818
speed-index,762.808
total-blocking-time,33
cumulative-layout-shift,0
interactive,2199.7219999999998
transfer-size,142286
resource-size,141952
server-response-time,25.961
first-contentful-paint,825.345
largest-contentful-paint,1350.69
speed-index,3806.6194660735127
total-blocking-time,33
cumulative-layout-shift,0
interactive,2348.1987500000005
transfer-size,142286
resource-size,141952
server-response-time,50.49299999999994
first-contentful-paint,759.914
largest-contentful-paint,1297.3064999999997
speed-index,759.914
total-blocking-time,34
cumulative-layout-shift,0
interactive,2193.7635
transfer-size,142286
resource-size,141952
server-response-time,25.247
first-contentful-paint,855.114
largest-contentful-paint,2479.5065000000004
speed-index,855.114
total-blocking-time,33.5
cumulative-layout-shift,0.012839582181219616
interactive,2430.785
transfer-size,142286
resource-size,141952
server-response-time,36.396
first-contentful-paint,789.0139999999999
largest-contentful-paint,1278.028
speed-index,789.0139999999999
total-blocking-time,30
cumulative-layout-shift,0
interactive,2242.2885
transfer-size,142286
resource-size,141952
server-response-time,40.962
first-contentful-paint,830.088
largest-contentful-paint,1360.176
speed-index,830.088
total-blocking-time,40
cumulative-layout-shift,0.012839582181219616
interactive,2390.7419999999997
transfer-size,142286
resource-size,141952
server-response-time,34.509
first-contentful-paint,796.6679999999999
largest-contentful-paint,1293.336
speed-index,796.6679999999999
total-blocking-time,47
cumulative-layout-shift,0
interactive,2315.3370000000004
transfer-size,142286
resource-size,141952
server-response-time,31.507999999999996
first-contentful-paint,795.3330000000001
largest-contentful-paint,795.3330000000001
speed-index,795.3330000000001
total-blocking-time,29.5
cumulative-layout-shift,0.025679164362439232
interactive,2258.66575
transfer-size,142286
resource-size,141952
server-response-time,31.421999999999997
first-contentful-paint,783.0039999999999
largest-contentful-paint,1266.0079999999998
speed-index,783.0039999999999
total-blocking-time,29.5
cumulative-layout-shift,0.012839582181219616
interactive,2224.7609999999995
transfer-size,142286
resource-size,141952
server-response-time,41.24199999999999
first-contentful-paint,772.2539999999999
largest-contentful-paint,2353.1984999999995
speed-index,772.2539999999999
total-blocking-time,33.5
cumulative-layout-shift,0
interactive,2203.1984999999995
transfer-size,142286
resource-size,141952
server-response-time,29.082
first-contentful-paint,761.3610000000001
largest-contentful-paint,2440.24275
speed-index,761.3610000000001
total-blocking-time,124
cumulative-layout-shift,0
interactive,2404.24275
transfer-size,142286
resource-size,141952
server-response-time,24.541000000000004
first-contentful-paint,773.567
largest-contentful-paint,1328.02575
speed-index,773.567
total-blocking-time,33.5
cumulative-layout-shift,0.012839582181219616
interactive,2206.8092500000002
transfer-size,142286
resource-size,141952
server-response-time,35.05099999999999
first-contentful-paint,793.204
largest-contentful-paint,1286.408
speed-index,1264.343398276611
total-blocking-time,0.5
cumulative-layout-shift,0.025679164362439232
interactive,2194.811
transfer-size,142286
resource-size,141952
server-response-time,29.414
first-contentful-paint,812.866
largest-contentful-paint,812.866
speed-index,812.866
total-blocking-time,49.5
cumulative-layout-shift,0.025679164362439232
interactive,2344.665
transfer-size,142286
resource-size,141952
server-response-time,25.015
first-contentful-paint,763.607
largest-contentful-paint,1227.214
speed-index,763.607
total-blocking-time,28.5
cumulative-layout-shift,0
interactive,2169.41925
transfer-size,142286
resource-size,141952
server-response-time,43.455
first-contentful-paint,775.5229999999999
largest-contentful-paint,1251.046
speed-index,775.5229999999999
total-blocking-time,30.5
cumulative-layout-shift,0
interactive,2206.18825
transfer-size,142286
resource-size,141952
server-response-time,34.790000000000006
first-contentful-paint,806.2170000000001
largest-contentful-paint,1401.4882500000003
speed-index,806.2170000000001
total-blocking-time,39
cumulative-layout-shift,0
interactive,2331.09675
transfer-size,142286
resource-size,141952
server-response-time,28.540999999999997
first-contentful-paint,776.412
largest-contentful-paint,1252.824
speed-index,776.412
total-blocking-time,33
cumulative-layout-shift,0
interactive,2213.6330000000003
transfer-size,142286
resource-size,141952
server-response-time,27.253
first-contentful-paint,762.7470000000001
largest-contentful-paint,1303.68075
speed-index,762.7470000000001
total-blocking-time,35.5
cumulative-layout-shift,0
interactive,2181.05425
transfer-size,142286
resource-size,141952
server-response-time,25.235
first-contentful-paint,769.8029999999999
largest-contentful-paint,2280.4582499999997
speed-index,1175.407798225232
total-blocking-time,0.5
cumulative-layout-shift,0
interactive,2130.4582499999997
transfer-size,142286
resource-size,141952
server-response-time,25.404999999999994
first-contentful-paint,768.344
largest-contentful-paint,1236.688
speed-index,768.344
total-blocking-time,19
cumulative-layout-shift,0.025679164362439232
interactive,2163.446
transfer-size,142286
resource-size,141952
server-response-time,24.052
first-contentful-paint,764.1110000000001
largest-contentful-paint,1228.222
speed-index,764.1110000000001
total-blocking-time,34
cumulative-layout-shift,0.012839582181219616
interactive,2181.80525
transfer-size,142286
resource-size,141952
server-response-time,25.875999999999998
first-contentful-paint,773.605
largest-contentful-paint,1328.11125
speed-index,773.605
total-blocking-time,28
cumulative-layout-shift,0
interactive,2195.91375
transfer-size,142286
resource-size,141952
server-response-time,28.491999999999997
