Metric,Mean,Standard Deviation
cumulative-layout-shift,0.013995144577529364,0.010498553957299726
first-contentful-paint,795.19604,105.68272310537841
interactive,2204.284615,178.9491605456327
largest-contentful-paint,1325.78125,435.795298534726
resource-size,141952.0,0.0
server-response-time,31.939660000000007,7.681746524131743
speed-index,1049.7436030834588,821.5483679802535
total-blocking-time,32.66,15.473156945451883
transfer-size,142286.0,0.0
