Metric,Value
largest-contentful-paint,3229.1600000000003
speed-index,13024.70938787962
total-blocking-time,3091.5
cumulative-layout-shift,0
interactive,7940.45
transfer-size,142369
resource-size,142035
server-response-time,6610.331999999999
first-contentful-paint,5602.916
largest-contentful-paint,5602.916
speed-index,14702.362987949047
total-blocking-time,3195.0000000000005
cumulative-layout-shift,0
interactive,11011.145
transfer-size,142369
resource-size,142035
server-response-time,5456.197999999999
first-contentful-paint,758.77
largest-contentful-paint,758.77
speed-index,11582.941611990223
total-blocking-time,3084.5
cumulative-layout-shift,0
interactive,4840.4625
transfer-size,142369
resource-size,142035
server-response-time,7969.359
first-contentful-paint,5369.534
largest-contentful-paint,5369.534
speed-index,14713.839895898684
total-blocking-time,3092.5
cumulative-layout-shift,0
interactive,10616.9175
transfer-size,142369
resource-size,142035
server-response-time,5730.704
first-contentful-paint,10008.568
largest-contentful-paint,10008.568
speed-index,17850.22651191445
total-blocking-time,3047
cumulative-layout-shift,0
interactive,16368.21
transfer-size,142369
resource-size,142035
server-response-time,3473.73
first-contentful-paint,12483.761999999999
largest-contentful-paint,12483.761999999999
speed-index,19528.601411858377
total-blocking-time,3084.5
cumulative-layout-shift,0
interactive,19500.7025
transfer-size,142369
resource-size,142035
server-response-time,2301.589
first-contentful-paint,7765.326000000001
largest-contentful-paint,7765.326000000001
speed-index,16338.53561184636
total-blocking-time,3060
cumulative-layout-shift,0
interactive,13579.157500000001
transfer-size,142369
resource-size,142035
server-response-time,4612.75
first-contentful-paint,3081.19
largest-contentful-paint,3081.19
speed-index,13469.260687863596
total-blocking-time,3000.5
cumulative-layout-shift,0
interactive,7657.4875
transfer-size,142369
resource-size,142035
server-response-time,1188.9150000000002
first-contentful-paint,3008.784
largest-contentful-paint,3008.784
speed-index,14886.17499595175
total-blocking-time,3118.999999999999
cumulative-layout-shift,0
interactive,7692.48
transfer-size,142369
resource-size,142035
server-response-time,8160.482
first-contentful-paint,3031.168
largest-contentful-paint,3031.168
speed-index,12498.861663964948
total-blocking-time,2980
cumulative-layout-shift,0
interactive,7605.46
transfer-size,142369
resource-size,142035
server-response-time,6412.387000000001
first-contentful-paint,3036.262
largest-contentful-paint,3036.262
speed-index,13499.236412157114
total-blocking-time,3002.5
cumulative-layout-shift,0
interactive,7607.3275
transfer-size,142369
resource-size,142035
server-response-time,7163.287
first-contentful-paint,754.578
largest-contentful-paint,754.578
speed-index,11390.444011926136
total-blocking-time,3000.5
cumulative-layout-shift,0
interactive,4756.2225
transfer-size,142369
resource-size,142035
server-response-time,7801.134
first-contentful-paint,3031.856
largest-contentful-paint,3031.856
speed-index,8338.91867202941
total-blocking-time,3734.499999999999
cumulative-layout-shift,0
interactive,8336.82
transfer-size,142369
resource-size,142035
server-response-time,3416.165
first-contentful-paint,7763.245999999999
largest-contentful-paint,7763.245999999999
speed-index,11626.585411928805
total-blocking-time,2590
cumulative-layout-shift,0
interactive,13106.557499999999
transfer-size,142369
resource-size,142035
server-response-time,1217.769
first-contentful-paint,5417.914
largest-contentful-paint,5417.914
speed-index,10066.935819960223
total-blocking-time,3320.5000000000005
cumulative-layout-shift,0
interactive,10905.3925
transfer-size,142369
resource-size,142035
server-response-time,2398.374
first-contentful-paint,9912.67
largest-contentful-paint,9912.67
speed-index,19299.742564013013
total-blocking-time,3446
cumulative-layout-shift,0
interactive,16649.3375
transfer-size,142369
resource-size,142035
server-response-time,4603.065
first-contentful-paint,7611.008
largest-contentful-paint,7611.008
speed-index,16152.04771188875
total-blocking-time,3660
cumulative-layout-shift,0
interactive,13986.259999999998
transfer-size,142369
resource-size,142035
server-response-time,4632.357
first-contentful-paint,2975.6079999999997
largest-contentful-paint,2975.6079999999997
speed-index,12705.49800397416
total-blocking-time,3337.000000000001
cumulative-layout-shift,0
interactive,7869.01
transfer-size,142369
resource-size,142035
server-response-time,6645.862
first-contentful-paint,5261.987999999999
largest-contentful-paint,5261.987999999999
speed-index,14463.886511972865
total-blocking-time,3392.5
cumulative-layout-shift,0
interactive,10782.485
transfer-size,142369
resource-size,142035
server-response-time,5695.621
first-contentful-paint,801.5920000000001
largest-contentful-paint,801.5920000000001
speed-index,13521.370388120944
total-blocking-time,3162.5
cumulative-layout-shift,0
interactive,4976.99
transfer-size,142369
resource-size,142035
server-response-time,9310.416
first-contentful-paint,796.8040000000001
largest-contentful-paint,796.8040000000001
speed-index,10802.171863982305
total-blocking-time,3141
cumulative-layout-shift,0
interactive,4949.505
transfer-size,142369
resource-size,142035
server-response-time,7412.401
first-contentful-paint,903.866
largest-contentful-paint,903.866
speed-index,2379.605887967729
total-blocking-time,2960.5
cumulative-layout-shift,0
interactive,4789.366
transfer-size,142369
resource-size,142035
server-response-time,1230.241
first-contentful-paint,3127.274
largest-contentful-paint,3127.274
speed-index,13486.890163912876
total-blocking-time,3295
cumulative-layout-shift,0
interactive,8016.5925
transfer-size,142369
resource-size,142035
server-response-time,1213.522
first-contentful-paint,5197.2339999999995
largest-contentful-paint,5197.2339999999995
speed-index,14660.256563891515
total-blocking-time,3243.0000000000005
cumulative-layout-shift,0
interactive,10552.0425
transfer-size,142369
resource-size,142035
server-response-time,2248.9269999999997
first-contentful-paint,3067.07
largest-contentful-paint,3067.07
speed-index,13218.922887906321
total-blocking-time,3951
cumulative-layout-shift,0
interactive,8597.3375
transfer-size,142369
resource-size,142035
server-response-time,6859.978
first-contentful-paint,10003.062
largest-contentful-paint,10003.062
speed-index,17744.58061195451
total-blocking-time,3786.5
cumulative-layout-shift,0
interactive,17093.8275
transfer-size,142369
resource-size,142035
server-response-time,3416.594
first-contentful-paint,7723.616
largest-contentful-paint,7723.616
speed-index,16268.58178792635
total-blocking-time,3349
cumulative-layout-shift,0
interactive,13816.02
transfer-size,142369
resource-size,142035
server-response-time,4567.058
first-contentful-paint,5383.0419999999995
largest-contentful-paint,5383.0419999999995
speed-index,14718.93848798376
total-blocking-time,3822
cumulative-layout-shift,0
interactive,11363.302499999998
transfer-size,142369
resource-size,142035
server-response-time,5722.136
first-contentful-paint,767.134
largest-contentful-paint,767.134
speed-index,10516.407087894306
total-blocking-time,3410.5
cumulative-layout-shift,0
interactive,5181.9175
transfer-size,142369
resource-size,142035
server-response-time,7217.255
first-contentful-paint,846.288
largest-contentful-paint,846.288
speed-index,2494.0689879450315
total-blocking-time,3030.0000000000005
cumulative-layout-shift,0
interactive,4801.2880000000005
transfer-size,142369
resource-size,142035
server-response-time,1181.848
first-contentful-paint,5349.616
largest-contentful-paint,5349.616
speed-index,16444.220712019593
total-blocking-time,3935.5
cumulative-layout-shift,0
interactive,11435.02
transfer-size,142369
resource-size,142035
server-response-time,7007.571
first-contentful-paint,10149.728
largest-contentful-paint,10149.728
speed-index,17916.76558793803
total-blocking-time,3608.999999999999
cumulative-layout-shift,0
interactive,17108.659999999996
transfer-size,142369
resource-size,142035
server-response-time,3419.736
first-contentful-paint,7830.42
largest-contentful-paint,7830.42
speed-index,16390.03118800879
total-blocking-time,3935.5
cumulative-layout-shift,0
interactive,14536.025000000001
transfer-size,142369
resource-size,142035
server-response-time,4575.8769999999995
first-contentful-paint,5275.454
largest-contentful-paint,5275.454
speed-index,14785.524964075428
total-blocking-time,3277
cumulative-layout-shift,0
interactive,10683.817500000001
transfer-size,142369
resource-size,142035
server-response-time,2284.857
first-contentful-paint,3077.3160000000003
largest-contentful-paint,3077.3160000000003
speed-index,13431.29598802081
total-blocking-time,3458
cumulative-layout-shift,0
interactive,8117.145
transfer-size,142369
resource-size,142035
server-response-time,1186.603
first-contentful-paint,781.902
largest-contentful-paint,781.902
speed-index,11676.10161195284
total-blocking-time,3680
cumulative-layout-shift,0
interactive,5469.8775000000005
transfer-size,142369
resource-size,142035
server-response-time,8016.472000000001
first-contentful-paint,3055.27
largest-contentful-paint,3055.27
speed-index,13122.990811952837
total-blocking-time,3676
cumulative-layout-shift,0
interactive,8307.587500000001
transfer-size,142369
resource-size,142035
server-response-time,6857.656
first-contentful-paint,5507.168
largest-contentful-paint,5507.168
speed-index,14795.375588058196
total-blocking-time,3418
cumulative-layout-shift,0
interactive,11114.46
transfer-size,142369
resource-size,142035
server-response-time,5681.835
first-contentful-paint,841.646
largest-contentful-paint,841.646
speed-index,2203.6690120302674
total-blocking-time,3441
cumulative-layout-shift,0
interactive,5207.646
transfer-size,142369
resource-size,142035
server-response-time,1157.637
first-contentful-paint,3073.326
largest-contentful-paint,3073.326
speed-index,13290.887972008382
total-blocking-time,4026.5
cumulative-layout-shift,0
interactive,8680.6575
transfer-size,142369
resource-size,142035
server-response-time,1185.5610000000001
first-contentful-paint,9924.9
largest-contentful-paint,9924.9
speed-index,17122.50858789564
total-blocking-time,3329
cumulative-layout-shift,0
interactive,16547.625
transfer-size,142369
resource-size,142035
server-response-time,3070.651
first-contentful-paint,7682.536
largest-contentful-paint,7682.536
speed-index,18026.514444038774
total-blocking-time,3093
cumulative-layout-shift,0
interactive,13508.67
transfer-size,142369
resource-size,142035
server-response-time,5891.491
first-contentful-paint,4933.76
largest-contentful-paint,4933.76
speed-index,14147.917387886297
total-blocking-time,3285.9999999999995
cumulative-layout-shift,0
interactive,10265.7
transfer-size,142369
resource-size,142035
server-response-time,2114.012
first-contentful-paint,7558.032
largest-contentful-paint,7558.032
speed-index,15507.655711869058
total-blocking-time,3311.5
cumulative-layout-shift,0
interactive,13571.539999999999
transfer-size,142369
resource-size,142035
server-response-time,4221.421
first-contentful-paint,3005.3120000000004
largest-contentful-paint,3005.3120000000004
speed-index,12539.348387922346
total-blocking-time,3316
cumulative-layout-shift,0
interactive,7885.14
transfer-size,142369
resource-size,142035
server-response-time,6495.7390000000005
first-contentful-paint,754.31
largest-contentful-paint,754.31
speed-index,11102.987487974415
total-blocking-time,3935
cumulative-layout-shift,0
interactive,5690.3875
transfer-size,142369
resource-size,142035
server-response-time,7596.558999999999
first-contentful-paint,5227.126
largest-contentful-paint,5227.126
speed-index,13992.598087883625
total-blocking-time,4005.5
cumulative-layout-shift,0
interactive,11390.907500000001
transfer-size,142369
resource-size,142035
server-response-time,5370.792
first-contentful-paint,3095.986
largest-contentful-paint,3095.986
speed-index,14989.873812107713
total-blocking-time,4107.5
cumulative-layout-shift,0
interactive,8789.9825
transfer-size,142369
resource-size,142035
server-response-time,1195.8090000000002
first-contentful-paint,9884.875999999998
largest-contentful-paint,9884.875999999998
speed-index,18015.198188136965
total-blocking-time,3384
cumulative-layout-shift,0
interactive,16502.594999999998
transfer-size,142369
resource-size,142035
server-response-time,3757.984
first-contentful-paint,792.972
largest-contentful-paint,792.972
speed-index,12209.811911976869
total-blocking-time,3289.5
cumulative-layout-shift,0
interactive,5093.215
transfer-size,142369
resource-size,142035
server-response-time,8331.898
first-contentful-paint,3009.194
largest-contentful-paint,3009.194
speed-index,13496.50041203962
total-blocking-time,3288.5
cumulative-layout-shift,0
interactive,7862.4925
transfer-size,142369
resource-size,142035
server-response-time,7181.875
first-contentful-paint,3606.6059999999998
largest-contentful-paint,3606.6059999999998
speed-index,13945.93941202894
total-blocking-time,4201
cumulative-layout-shift,0
interactive,9521.7575
transfer-size,142369
resource-size,142035
server-response-time,1451.3909999999998
first-contentful-paint,5406.674
largest-contentful-paint,5406.674
speed-index,16589.175611988885
total-blocking-time,4030.4999999999995
cumulative-layout-shift,0
interactive,11601.342499999999
transfer-size,142369
resource-size,142035
server-response-time,2351.653
first-contentful-paint,7595.5599999999995
largest-contentful-paint,7595.5599999999995
speed-index,16535.486787858255
total-blocking-time,3316
cumulative-layout-shift,0
interactive,13572.95
transfer-size,142369
resource-size,142035
server-response-time,4910.646
first-contentful-paint,5296.7119999999995
largest-contentful-paint,5296.7119999999995
speed-index,15059.094911905107
total-blocking-time,4155.5
cumulative-layout-shift,0
interactive,11588.89
transfer-size,142369
resource-size,142035
server-response-time,6059.415
first-contentful-paint,5948.2119999999995
largest-contentful-paint,5948.2119999999995
speed-index,15458.15111202627
total-blocking-time,4093.5
cumulative-layout-shift,0
interactive,12341.265
transfer-size,142369
resource-size,142035
server-response-time,2620.543
first-contentful-paint,7603.543999999999
largest-contentful-paint,7603.543999999999
speed-index,17750.97591194616
total-blocking-time,4283.5
cumulative-layout-shift,0
interactive,14600.429999999998
transfer-size,142369
resource-size,142035
server-response-time,5761.605
first-contentful-paint,14470.888
largest-contentful-paint,14470.888
speed-index,22204.018511999566
total-blocking-time,4257.999999999999
cumulative-layout-shift,0
interactive,23159.11
transfer-size,142369
resource-size,142035
server-response-time,2305.9230000000002
first-contentful-paint,9909.522
largest-contentful-paint,9909.522
speed-index,19246.939812095698
total-blocking-time,4225.000000000001
cumulative-layout-shift,0
interactive,17424.402500000004
transfer-size,142369
resource-size,142035
server-response-time,4592.107
first-contentful-paint,2961.274
largest-contentful-paint,2961.274
speed-index,14733.497611982211
total-blocking-time,3366
cumulative-layout-shift,0
interactive,7880.0925
transfer-size,142369
resource-size,142035
server-response-time,8074.793000000001
first-contentful-paint,5297.18
largest-contentful-paint,5297.18
speed-index,16251.816912067661
total-blocking-time,3383
cumulative-layout-shift,0
interactive,10816.975
transfer-size,142369
resource-size,142035
server-response-time,6918.124
first-contentful-paint,11576.741999999998
largest-contentful-paint,11576.741999999998
speed-index,20344.17641196352
total-blocking-time,3343
cumulative-layout-shift,0
interactive,18626.427499999998
transfer-size,142369
resource-size,142035
server-response-time,3459.592
first-contentful-paint,788.606
largest-contentful-paint,788.606
speed-index,13221.566611964852
total-blocking-time,4244
cumulative-layout-shift,0
interactive,6042.2575
transfer-size,142369
resource-size,142035
server-response-time,9121.874
first-contentful-paint,3128.964
largest-contentful-paint,3128.964
speed-index,15108.430787988766
total-blocking-time,3958.5
cumulative-layout-shift,0
interactive,8682.205
transfer-size,142369
resource-size,142035
server-response-time,1211.807
first-contentful-paint,16750.93
largest-contentful-paint,16750.93
speed-index,23685.01821204496
total-blocking-time,3322.5
cumulative-layout-shift,0
interactive,25073.6625
transfer-size,142369
resource-size,142035
server-response-time,1167.841
first-contentful-paint,5680.173999999999
largest-contentful-paint,5680.173999999999
speed-index,16886.4028119248
total-blocking-time,3339
cumulative-layout-shift,0
interactive,11251.717499999999
transfer-size,142369
resource-size,142035
server-response-time,2487.794
first-contentful-paint,5230.452
largest-contentful-paint,5230.452
speed-index,16441.23991205698
total-blocking-time,4156.5
cumulative-layout-shift,0
interactive,11507.065
transfer-size,142369
resource-size,142035
server-response-time,7121.433
first-contentful-paint,3093.148
largest-contentful-paint,3093.148
speed-index,15237.682711942156
total-blocking-time,3312.5
cumulative-layout-shift,0
interactive,7991.4349999999995
transfer-size,142369
resource-size,142035
server-response-time,1193.711
first-contentful-paint,7552.204
largest-contentful-paint,7552.204
speed-index,17969.270311998233
total-blocking-time,4156
cumulative-layout-shift,0
interactive,14408.755000000001
transfer-size,142369
resource-size,142035
server-response-time,5962.107
first-contentful-paint,8196.737999999998
largest-contentful-paint,8196.737999999998
speed-index,18529.246412018256
total-blocking-time,4168.5
cumulative-layout-shift,0
interactive,15226.922499999997
transfer-size,142369
resource-size,142035
server-response-time,3744.791
first-contentful-paint,9861.682
largest-contentful-paint,9861.682
speed-index,19592.21281198221
total-blocking-time,3308
cumulative-layout-shift,0
interactive,16443.6025
transfer-size,142369
resource-size,142035
server-response-time,4905.21
first-contentful-paint,826.9559999999999
largest-contentful-paint,826.9559999999999
speed-index,12512.969711992891
total-blocking-time,4163
cumulative-layout-shift,0
interactive,6009.195
transfer-size,142369
resource-size,142035
server-response-time,8589.136
first-contentful-paint,2973.8499999999995
largest-contentful-paint,2973.8499999999995
speed-index,13994.160211931474
total-blocking-time,3296
cumulative-layout-shift,0
interactive,7821.8125
transfer-size,142369
resource-size,142035
server-response-time,7561.679
first-contentful-paint,12378.243999999999
largest-contentful-paint,12378.243999999999
speed-index,20995.393312024935
total-blocking-time,3340.5
cumulative-layout-shift,0
interactive,19625.805
transfer-size,142369
resource-size,142035
server-response-time,3448.7099999999996
first-contentful-paint,7627.118
largest-contentful-paint,7627.118
speed-index,17766.415295870982
total-blocking-time,3961
cumulative-layout-shift,0
interactive,14307.3975
transfer-size,142369
resource-size,142035
server-response-time,3460.804
first-contentful-paint,10085.9
largest-contentful-paint,10085.9
speed-index,19518.93151207567
total-blocking-time,4253
cumulative-layout-shift,0
interactive,17672.875
transfer-size,142369
resource-size,142035
server-response-time,4568.863
first-contentful-paint,752.394
largest-contentful-paint,752.394
speed-index,13442.011572047097
total-blocking-time,3338
cumulative-layout-shift,0
interactive,5090.9925
transfer-size,142369
resource-size,142035
server-response-time,9206.965999999999
first-contentful-paint,5474.682
largest-contentful-paint,5474.682
speed-index,16520.743812095698
total-blocking-time,3359.0000000000005
cumulative-layout-shift,0
interactive,11014.8525
transfer-size,142369
resource-size,142035
server-response-time,6859.548
first-contentful-paint,5448.972
largest-contentful-paint,5448.972
speed-index,16491.36231199556
total-blocking-time,4224
cumulative-layout-shift,0
interactive,11847.715
transfer-size,142369
resource-size,142035
server-response-time,1149.27
first-contentful-paint,14739.235999999999
largest-contentful-paint,14739.235999999999
speed-index,22530.038112024937
total-blocking-time,4216.499999999999
cumulative-layout-shift,0
interactive,23453.045
transfer-size,142369
resource-size,142035
server-response-time,2268.218
first-contentful-paint,3064.5679999999998
largest-contentful-paint,3064.5679999999998
speed-index,14960.997512059648
total-blocking-time,4260.5
cumulative-layout-shift,0
interactive,8903.71
transfer-size,142369
resource-size,142035
server-response-time,8060.3060000000005
first-contentful-paint,7801.9580000000005
largest-contentful-paint,7801.9580000000005
speed-index,18028.20128796073
total-blocking-time,3304.5
cumulative-layout-shift,0
interactive,13893.447500000002
transfer-size,142369
resource-size,142035
server-response-time,5719.053
first-contentful-paint,7503.642
largest-contentful-paint,7503.642
speed-index,11180.063212047633
total-blocking-time,2908
cumulative-layout-shift,0
interactive,13100.0525
transfer-size,142369
resource-size,142035
server-response-time,1166.2150000000001
first-contentful-paint,5252.956
largest-contentful-paint,5252.956
speed-index,9550.06791190878
total-blocking-time,2902
cumulative-layout-shift,0
interactive,10278.695
transfer-size,142369
resource-size,142035
server-response-time,2182.009
first-contentful-paint,760.298
largest-contentful-paint,760.298
speed-index,6579.6152120756715
total-blocking-time,2894.5
cumulative-layout-shift,0
interactive,4656.3724999999995
transfer-size,142369
resource-size,142035
server-response-time,4393.26
